NOMBRE_DEPARTAMENTO,NOMBRE_MUNICIPIO,NOMBRE_SERVICIO,ESTADO_DEL_VEHICULO,NOMBRE_DE_LA_CLASE,FECHA DE REGISTRO,CANTIDAD
ANTIOQUIA,ANDES,OFICIAL,ACTIVO,BUSETA,1975,1
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,CAMION,1975,1
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,CAMIONETA,1975,3
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,CAMPERO,1975,4
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,AUTOMOVIL,1975,3
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,BUS,1975,2
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,BUS,1975,1
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,CAMION,1975,1
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,CAMION,1975,3
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,CAMPERO,1975,4
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,CAMPERO,1975,4
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,MOTOCICLETA,1975,1
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,CAMION,1975,2
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,CAMION,1975,2
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,176
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,AUTOMOVIL,1975,2
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,BUS,1975,5
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,BUSETA,1975,5
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,BUSETA,1975,1
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,CAMION,1975,7
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMION,1975,3
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMIONETA,1975,27
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMPERO,1975,15
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,CAMPERO,1975,3
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,MOTOCICLETA,1975,9
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,TRACTOCAMION,1975,2
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,VOLQUETA,1975,3
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,VOLQUETA,1975,3
ANTIOQUIA,CALDAS,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,CALDAS,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,CAREPA,PUBLICO,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,AUTOMOVIL,1975,2
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,CAMIONETA,1975,3
ANTIOQUIA,CIUDAD BOLIVAR,PUBLICO,ACTIVO,CAMPERO,1975,13
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,CAMPERO,1975,4
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,MOTOCICLETA,1975,2
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,VOLQUETA,1975,1
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,CAMION,1975,1
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,VOLQUETA,1975,1
ANTIOQUIA,EL CARMEN DE VIBORAL,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,EL SANTUARIO,PUBLICO,ACTIVO,CAMION,1975,1
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,784
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,AUTOMOVIL,1975,7
ANTIOQUIA,ENVIGADO,OFICIAL,ACTIVO,AUTOMOVIL,1975,4
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,BUS,1975,2
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,BUS,1975,4
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,BUSETA,1975,2
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,CAMION,1975,46
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,CAMION,1975,26
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,CAMIONETA,1975,140
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,CAMIONETA,1975,10
ANTIOQUIA,ENVIGADO,OFICIAL,ACTIVO,CAMIONETA,1975,3
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,CAMPERO,1975,6
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,CAMPERO,1975,61
ANTIOQUIA,ENVIGADO,OFICIAL,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,MAQ. AGRICOLA,1975,2
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1975,5
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,MOTOCICLETA,1975,38
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,TRACTOCAMION,1975,2
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,VOLQUETA,1975,9
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,VOLQUETA,1975,18
ANTIOQUIA,FRONTINO,PUBLICO,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,GIRARDOTA,PUBLICO,ACTIVO,CAMION,1975,1
ANTIOQUIA,GIRARDOTA,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,GIRARDOTA,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,GIRARDOTA,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,GIRARDOTA,PUBLICO,ACTIVO,VOLQUETA,1975,2
ANTIOQUIA,GUARNE,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,1975,120
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,AUTOMOVIL,1975,3
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,BUS,1975,4
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,CAMION,1975,14
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMION,1975,8
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,1975,41
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,CAMPERO,1975,9
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMPERO,1975,120
ANTIOQUIA,ITAGUI,OFICIAL,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,MICROBUS,1975,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,1975,7
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,TRACTOCAMION,1975,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,VOLQUETA,1975,2
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,VOLQUETA,1975,5
ANTIOQUIA,LA CEJA,PUBLICO,ACTIVO,BUS,1975,1
ANTIOQUIA,LA CEJA,PUBLICO,ACTIVO,CAMION,1975,1
ANTIOQUIA,LA CEJA,PARTICULAR,ACTIVO,CAMION,1975,2
ANTIOQUIA,LA CEJA,PARTICULAR,ACTIVO,VOLQUETA,1975,1
ANTIOQUIA,LA ESTRELLA,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,MARINILLA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,MARINILLA,PARTICULAR,ACTIVO,CAMION,1975,2
ANTIOQUIA,MARINILLA,PUBLICO,ACTIVO,CAMION,1975,3
ANTIOQUIA,MARINILLA,PARTICULAR,ACTIVO,CAMIONETA,1975,7
ANTIOQUIA,MARINILLA,PUBLICO,ACTIVO,VOLQUETA,1975,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1975,778
ANTIOQUIA,MEDELLIN,OFICIAL,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,AUTOMOVIL,1975,21
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,BUS,1975,63
ANTIOQUIA,MEDELLIN,OFICIAL,ACTIVO,BUS,1975,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,BUS,1975,5
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,BUSETA,1975,1
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,BUSETA,1975,4
ANTIOQUIA,MEDELLIN,OFICIAL,ACTIVO,CAMION,1975,22
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,CAMION,1975,34
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1975,72
ANTIOQUIA,MEDELLIN,OFICIAL,ACTIVO,CAMIONETA,1975,6
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMIONETA,1975,120
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,CAMIONETA,1975,2
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMPERO,1975,85
ANTIOQUIA,MEDELLIN,OFICIAL,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,CAMPERO,1975,7
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,MAQ. AGRICOLA,1975,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1975,6
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,MICROBUS,1975,2
ANTIOQUIA,MEDELLIN,OFICIAL,ACTIVO,MOTOCICLETA,1975,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,MOTOCICLETA,1975,298
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,TRACTOCAMION,1975,2
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,VOLQUETA,1975,11
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,VOLQUETA,1975,5
ANTIOQUIA,PUERTO BERRIO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,PUERTO BERRIO,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,PUERTO BERRIO,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,20
ANTIOQUIA,RIONEGRO,PUBLICO,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,RIONEGRO,PUBLICO,ACTIVO,BUS,1975,2
ANTIOQUIA,RIONEGRO,PUBLICO,ACTIVO,BUSETA,1975,3
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,CAMION,1975,6
ANTIOQUIA,RIONEGRO,PUBLICO,ACTIVO,CAMION,1975,8
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,CAMIONETA,1975,9
ANTIOQUIA,RIONEGRO,PUBLICO,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,CAMPERO,1975,6
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,MAQ. AGRICOLA,1975,3
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,MOTOCICLETA,1975,1
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,VOLQUETA,1975,1
ANTIOQUIA,SABANETA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,2
ANTIOQUIA,SABANETA,PUBLICO,ACTIVO,BUS,1975,1
ANTIOQUIA,SABANETA,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,SABANETA,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,SAN JERONIMO,OFICIAL,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,88
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,AUTOMOVIL,1975,4
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,BUS,1975,54
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,BUS,1975,4
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,BUSETA,1975,1
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,BUSETA,1975,11
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1975,15
ANTIOQUIA,SAN JERONIMO,OFICIAL,ACTIVO,CAMION,1975,2
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1975,8
ANTIOQUIA,SAN JERONIMO,OFICIAL,ACTIVO,CAMIONETA,1975,3
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMIONETA,1975,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMIONETA,1975,52
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMPERO,1975,28
ANTIOQUIA,SAN JERONIMO,OFICIAL,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMPERO,1975,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,MAQ. AGRICOLA,1975,2
ANTIOQUIA,SAN JERONIMO,OFICIAL,ACTIVO,MAQ. AGRICOLA,1975,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1975,7
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,MOTOCARRO,1975,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,MOTOCICLETA,1975,10
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,VOLQUETA,1975,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,VOLQUETA,1975,4
ANTIOQUIA,SANTA ROSA DE OSOS,PUBLICO,ACTIVO,CAMION,1975,3
ANTIOQUIA,SANTA ROSA DE OSOS,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,SANTAFE DE ANTIOQUIA,PARTICULAR,ACTIVO,CAMION,1975,2
ANTIOQUIA,SANTAFE DE ANTIOQUIA,PARTICULAR,ACTIVO,MICROBUS,1975,1
ANTIOQUIA,SONSON,PARTICULAR,ACTIVO,BUS,1975,1
ANTIOQUIA,SONSON,PUBLICO,ACTIVO,BUS,1975,2
ANTIOQUIA,SONSON,PARTICULAR,ACTIVO,CAMPERO,1975,1
ANTIOQUIA,TURBO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,1
ANTIOQUIA,TURBO,PARTICULAR,ACTIVO,BUS,1975,1
ANTIOQUIA,TURBO,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,TURBO,PUBLICO,ACTIVO,CAMION,1975,2
ANTIOQUIA,TURBO,OFICIAL,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,TURBO,PUBLICO,ACTIVO,CAMPERO,1975,2
ANTIOQUIA,TURBO,PARTICULAR,ACTIVO,CAMPERO,1975,2
ANTIOQUIA,TURBO,PARTICULAR,ACTIVO,TRACTOCAMION,1975,2
ANTIOQUIA,URRAO,PUBLICO,ACTIVO,BUS,1975,1
ANTIOQUIA,URRAO,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,URRAO,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ANTIOQUIA,YARUMAL,PARTICULAR,ACTIVO,AUTOMOVIL,1975,4
ANTIOQUIA,YARUMAL,PUBLICO,ACTIVO,AUTOMOVIL,1975,3
ANTIOQUIA,YARUMAL,PUBLICO,ACTIVO,BUSETA,1975,1
ANTIOQUIA,YARUMAL,PARTICULAR,ACTIVO,CAMION,1975,1
ANTIOQUIA,YARUMAL,PUBLICO,ACTIVO,CAMION,1975,3
ANTIOQUIA,YARUMAL,PARTICULAR,ACTIVO,CAMIONETA,1975,3
ANTIOQUIA,YARUMAL,PUBLICO,ACTIVO,CAMIONETA,1975,2
ANTIOQUIA,YARUMAL,PARTICULAR,ACTIVO,CAMPERO,1975,2
ANTIOQUIA,YARUMAL,PUBLICO,ACTIVO,CAMPERO,1975,1
ARAUCA,ARAUCA,PUBLICO,ACTIVO,CAMION,1975,1
ARAUCA,ARAUCA,PARTICULAR,ACTIVO,CAMION,1975,4
ARAUCA,ARAUCA,PARTICULAR,ACTIVO,CAMIONETA,1975,1
ARAUCA,ARAUCA,PARTICULAR,ACTIVO,CAMPERO,1975,1
ARAUCA,ARAUCA,PUBLICO,ACTIVO,VOLQUETA,1975,1
ARAUCA,SARAVENA,PARTICULAR,ACTIVO,CAMPERO,1975,1
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA",SAN ANDRES,PUBLICO,ACTIVO,CAMION,1975,1
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA",SAN ANDRES,PARTICULAR,ACTIVO,MOTOCICLETA,1975,2
ATLANTICO,BARANOA,OTROS,ACTIVO,AUTOMOVIL,1975,1
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,535
ATLANTICO,BARANOA,OFICIAL,ACTIVO,AUTOMOVIL,1975,4
ATLANTICO,BARANOA,PUBLICO,ACTIVO,AUTOMOVIL,1975,1
ATLANTICO,BARANOA,PUBLICO,ACTIVO,BUS,1975,6
ATLANTICO,BARANOA,PUBLICO,ACTIVO,BUSETA,1975,1
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,BUSETA,1975,2
ATLANTICO,BARANOA,PUBLICO,ACTIVO,CAMION,1975,28
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,CAMION,1975,52
ATLANTICO,BARANOA,OFICIAL,ACTIVO,CAMION,1975,7
ATLANTICO,BARANOA,PUBLICO,ACTIVO,CAMIONETA,1975,3
ATLANTICO,BARANOA,OFICIAL,ACTIVO,CAMIONETA,1975,13
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,CAMIONETA,1975,162
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,CAMPERO,1975,171
ATLANTICO,BARANOA,PUBLICO,ACTIVO,CAMPERO,1975,1
ATLANTICO,BARANOA,OFICIAL,ACTIVO,CAMPERO,1975,9
ATLANTICO,BARANOA,OFICIAL,ACTIVO,MAQ. INDUSTRIAL,1975,1
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1975,1
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,MICROBUS,1975,1
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,MOTOCICLETA,1975,3
ATLANTICO,BARANOA,PUBLICO,ACTIVO,TRACTOCAMION,1975,5
ATLANTICO,BARANOA,PUBLICO,ACTIVO,VOLQUETA,1975,5
ATLANTICO,BARRANQUILLA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,37
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,AUTOMOVIL,1975,16
ATLANTICO,BARRANQUILLA,PARTICULAR,ACTIVO,BUS,1975,1
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,BUS,1975,18
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,BUSETA,1975,5
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,CAMION,1975,7
ATLANTICO,BARRANQUILLA,PARTICULAR,ACTIVO,CAMION,1975,8
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,CAMIONETA,1975,3
ATLANTICO,BARRANQUILLA,PARTICULAR,ACTIVO,CAMIONETA,1975,5
ATLANTICO,BARRANQUILLA,PARTICULAR,ACTIVO,CAMPERO,1975,2
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,MICROBUS,1975,1
ATLANTICO,BARRANQUILLA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,1975,1
ATLANTICO,BARRANQUILLA,PARTICULAR,ACTIVO,TRACTOCAMION,1975,1
ATLANTICO,BARRANQUILLA,PUBLICO,ACTIVO,TRACTOCAMION,1975,2
ATLANTICO,PUERTO COLOMBIA,PUBLICO,ACTIVO,CAMION,1975,2
ATLANTICO,SOLEDAD,PUBLICO,ACTIVO,CAMION,1975,1
ATLANTICO,SOLEDAD,PARTICULAR,ACTIVO,CAMION,1975,2
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,AUTOMOVIL,1975,65
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,4471
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,AUTOMOVIL,1975,16
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,BUS,1975,57
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,BUS,1975,41
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,BUS,1975,41
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,BUSETA,1975,35
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,BUSETA,1975,14
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,CAMION,1975,15
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1975,187
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1975,59
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,CAMIONETA,1975,38
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1975,868
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMIONETA,1975,23
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMPERO,1975,498
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,CAMPERO,1975,59
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMPERO,1975,3
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1975,7
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,MICROBUS,1975,20
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,MOTOCICLETA,1975,2
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,MOTOCICLETA,1975,105
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,TRACTOCAMION,1975,3
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,TRACTOCAMION,1975,4
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,VOLQUETA,1975,4
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,VOLQUETA,1975,7
BOLIVAR,CARTAGENA,PUBLICO,ACTIVO,AUTOMOVIL,1975,3
BOLIVAR,CARTAGENA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,15
BOLIVAR,CARTAGENA,PUBLICO,ACTIVO,BUS,1975,11
BOLIVAR,CARTAGENA,PUBLICO,ACTIVO,BUSETA,1975,11
BOLIVAR,CARTAGENA,PARTICULAR,ACTIVO,CAMION,1975,2
BOLIVAR,CLEMENCIA,PARTICULAR,ACTIVO,CAMPERO,1975,1
BOLIVAR,EL CARMEN DE BOLIVAR,PARTICULAR,ACTIVO,AUTOMOVIL,1975,1
BOLIVAR,EL CARMEN DE BOLIVAR,PARTICULAR,ACTIVO,CAMION,1975,2
BOLIVAR,EL CARMEN DE BOLIVAR,PUBLICO,ACTIVO,CAMION,1975,6
BOLIVAR,EL CARMEN DE BOLIVAR,PARTICULAR,ACTIVO,CAMIONETA,1975,2
BOLIVAR,EL CARMEN DE BOLIVAR,PUBLICO,ACTIVO,CAMIONETA,1975,1
BOLIVAR,EL CARMEN DE BOLIVAR,PARTICULAR,ACTIVO,CAMPERO,1975,17
BOLIVAR,EL CARMEN DE BOLIVAR,PUBLICO,ACTIVO,CAMPERO,1975,10
BOLIVAR,EL CARMEN DE BOLIVAR,PUBLICO,ACTIVO,TRACTOCAMION,1975,2
BOLIVAR,MAGANGUE,PUBLICO,ACTIVO,CAMION,1975,1
BOLIVAR,MAGANGUE,PARTICULAR,ACTIVO,CAMION,1975,3
BOLIVAR,MAGANGUE,PARTICULAR,ACTIVO,CAMPERO,1975,6
BOLIVAR,MOMPOS,PUBLICO,ACTIVO,CAMION,1975,1
BOLIVAR,MOMPOS,PARTICULAR,ACTIVO,CAMPERO,1975,3
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,AUTOMOVIL,1975,19
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,193
BOLIVAR,SANTA ROSA,OTROS,ACTIVO,AUTOMOVIL,1975,1
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,BUS,1975,7
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,BUS,1975,1
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,BUSETA,1975,1
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,CAMION,1975,36
BOLIVAR,SANTA ROSA,OFICIAL,ACTIVO,CAMION,1975,5
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,CAMION,1975,12
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,CAMIONETA,1975,9
BOLIVAR,SANTA ROSA,OFICIAL,ACTIVO,CAMIONETA,1975,2
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,CAMIONETA,1975,33
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,CAMPERO,1975,34
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,CAMPERO,1975,7
BOLIVAR,SANTA ROSA,OFICIAL,ACTIVO,CAMPERO,1975,7
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,MAQ. AGRICOLA,1975,1
BOLIVAR,SANTA ROSA,OTROS,ACTIVO,MOTOCICLETA,1975,2
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,MOTOCICLETA,1975,5
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,VOLQUETA,1975,3
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,VOLQUETA,1975,5
BOLIVAR,TURBACO,PARTICULAR,ACTIVO,AUTOMOVIL,1975,1
BOLIVAR,TURBACO,PARTICULAR,ACTIVO,CAMIONETA,1975,1
BOLIVAR,TURBACO,PARTICULAR,ACTIVO,CAMPERO,1975,1
BOLIVAR,TURBACO,PUBLICO,ACTIVO,VOLQUETA,1975,1
BOYACA,CHIQUINQUIRA,PARTICULAR,ACTIVO,AUTOMOVIL,1975,2
BOYACA,CHIQUINQUIRA,PARTICULAR,ACTIVO,CAMION,1975,2
