NOMBRE_DEPARTAMENTO,NOMBRE_MUNICIPIO,NOMBRE_SERVICIO,ESTADO_DEL_VEHICULO,NOMBRE_DE_LA_CLASE,FECHA DE REGISTRO,CANTIDAD
CUNDINAMARCA,CHIA,PUBLICO,ACTIVO,MICROBUS,2018,6
CUNDINAMARCA,CHIA,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2018,2
CUNDINAMARCA,CHIA,NO REGISTRA,ACTIVO,MINICARGADOR,2018,5
CUNDINAMARCA,CHIA,PARTICULAR,ACTIVO,MOTOCARRO,2018,33
CUNDINAMARCA,CHIA,OFICIAL,ACTIVO,MOTOCARRO,2018,1
CUNDINAMARCA,CHIA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,9513
CUNDINAMARCA,CHIA,OFICIAL,ACTIVO,MOTOCICLETA,2018,5
CUNDINAMARCA,CHIA,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,14
CUNDINAMARCA,CHIA,PUBLICO,ACTIVO,TRACTOCAMION,2018,3
CUNDINAMARCA,CHIA,NO REGISTRA,ACTIVO,TRACTOR,2018,1
CUNDINAMARCA,CHIA,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2018,1
CUNDINAMARCA,CHIA,OFICIAL,ACTIVO,VOLQUETA,2018,1
CUNDINAMARCA,CHIA,PUBLICO,ACTIVO,VOLQUETA,2018,11
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,AUTOMOVIL,2018,1
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,113
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,BUS,2018,3
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,BUS,2018,8
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,BUSETA,2018,2
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,BUSETA,2018,13
CUNDINAMARCA,CHOCONTA,OFICIAL,ACTIVO,CAMION,2018,3
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,CAMION,2018,76
CUNDINAMARCA,CHOCONTA,OFICIAL,ACTIVO,CAMIONETA,2018,1
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,CAMIONETA,2018,153
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,CAMIONETA,2018,709
CUNDINAMARCA,CHOCONTA,OFICIAL,ACTIVO,CAMPERO,2018,1
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,CAMPERO,2018,52
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,CAMPERO,2018,3
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,CARGADOR,2018,10
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,CARRETILLA APILADORA,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,COSECHADORA,2018,22
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,EXCAVADORA,2018,7
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,GRUA,2018,3
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,MANIPULADOR TELESCOPICO,2018,1
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,MICROBUS,2018,5
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,MICROBUS,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,MINI RETROEXCAVADORA,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,MINICARGADOR,2018,3
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,MONTACARGAS,2018,25
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,165
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,MOTONIVELADORA,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,PAVIMENTADORA,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,REMOLQUE,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,RETROCARGADOR,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,3
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2018,17
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,TALADRO,2018,1
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,TALADRO PERFORACION POZO PETROLERO,2018,3
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,TRACTOCAMION,2018,3
CUNDINAMARCA,CHOCONTA,NO REGISTRA,ACTIVO,TRACTOR,2018,50
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,VOLQUETA,2018,8
CUNDINAMARCA,COTA,PUBLICO,ACTIVO,AUTOMOVIL,2018,1
CUNDINAMARCA,COTA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,10
CUNDINAMARCA,COTA,PUBLICO,ACTIVO,BUS,2018,1
CUNDINAMARCA,COTA,OFICIAL,ACTIVO,CAMION,2018,2
CUNDINAMARCA,COTA,OFICIAL,ACTIVO,CAMIONETA,2018,4
CUNDINAMARCA,COTA,PARTICULAR,ACTIVO,CAMIONETA,2018,7
CUNDINAMARCA,COTA,NO REGISTRA,ACTIVO,CARGADOR,2018,3
CUNDINAMARCA,COTA,PUBLICO,ACTIVO,MICROBUS,2018,11
CUNDINAMARCA,COTA,NO REGISTRA,ACTIVO,MINICARGADOR,2018,2
CUNDINAMARCA,COTA,OFICIAL,ACTIVO,MOTOCICLETA,2018,12
CUNDINAMARCA,COTA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,1
CUNDINAMARCA,COTA,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,1
CUNDINAMARCA,COTA,OFICIAL,ACTIVO,VOLQUETA,2018,1
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,APLANADORA,2018,1
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,AUTOMOVIL,2018,3
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,AUTOMOVIL,2018,50
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,BUS,2018,1
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,BUS,2018,23
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,BUSETA,2018,2
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,CAMION,2018,15
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,CAMIONETA,2018,22
CUNDINAMARCA,EL ROSAL,OFICIAL,ACTIVO,CAMIONETA,2018,1
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,CAMIONETA,2018,33
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,CAMPERO,2018,7
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,CARGADOR,2018,1
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,COMPACTADOR,2018,5
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,CUATRIMOTO,2018,2
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,EXCAVADORA,2018,1
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,MICROBUS,2018,1
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,MINICARGADOR,2018,1
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,MONTACARGAS,2018,6
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,MOTOCICLETA,2018,162
CUNDINAMARCA,EL ROSAL,OFICIAL,ACTIVO,MOTOCICLETA,2018,2
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,MOTONIVELADORA,2018,3
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,PAVIMENTADORA,2018,2
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,PILOTEADORA,2018,1
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,2
CUNDINAMARCA,EL ROSAL,PUBLICO,ACTIVO,TRACTOCAMION,2018,1
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,TRACTOR,2018,6
CUNDINAMARCA,EL ROSAL,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2018,9
CUNDINAMARCA,FACATATIVA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,86
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,AUTOMOVIL,2018,12
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,BUS,2018,4
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,BUSETA,2018,1
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,CAMION,2018,4
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,CAMIONETA,2018,4
CUNDINAMARCA,FACATATIVA,OFICIAL,ACTIVO,CAMIONETA,2018,3
CUNDINAMARCA,FACATATIVA,PARTICULAR,ACTIVO,CAMIONETA,2018,56
CUNDINAMARCA,FACATATIVA,PARTICULAR,ACTIVO,CAMPERO,2018,3
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,MICROBUS,2018,3
CUNDINAMARCA,FACATATIVA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,158
CUNDINAMARCA,FACATATIVA,PUBLICO,ACTIVO,TRACTOCAMION,2018,1
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,ABONADORA,2018,3
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,APLANADORA,2018,2
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,AUTOHORMIGONERA,2018,17
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,AUTOMOVIL,2018,7
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,2331
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,AUTOMOVIL,2018,3
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,BULDOZER,2018,35
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,BUS,2018,4
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,BUS,2018,105
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,BUSETA,2018,1
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,BUSETA,2018,19
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,CAMION,2018,4
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,CAMION,2018,26
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,CAMION,2018,633
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,CAMION,2018,32
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,CAMION GRUA,2018,1
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,CAMIONETA,2018,1291
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,CAMIONETA,2018,2072
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,CAMIONETA,2018,5
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,CAMPERO,2018,25
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,CAMPERO,2018,14
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,CAMPERO,2018,498
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,CARGADOR,2018,264
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,CARGADORA FRONTAL,2018,4
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,CARRETILLA APILADORA,2018,10
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,CARRETILLA ELEVADORA,2018,4
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,COMPACTADOR,2018,16
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,COSECHADORA,2018,6
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,CUATRIMOTO,2018,10
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,DRAGA,2018,3
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,DUMPER (VOLQUETA ARTICULADA),2018,3
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,EXCAVADORA,2018,281
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,FRESADORA,2018,1
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,GRUA,2018,5
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,MANIPULADOR TELESCOPICO,2018,12
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,MICROBUS,2018,46
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,MICROBUS,2018,3
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2018,19
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,MINI RETROEXCAVADORA,2018,5
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,MINICARGADOR,2018,131
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,MONTACARGAS,2018,98
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,MOTOCARRO,2018,13
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,MOTOCARRO,2018,55
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,14670
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,MOTOCICLETA,2018,9
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,MOTONIVELADORA,2018,58
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,PALA DRAGA,2018,1
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,PAVIMENTADORA,2018,6
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,PERFORADORA,2018,7
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,PILOTEADORA,2018,2
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,PLATAFORMA DE ELEVACION,2018,2
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,PULVERIZADOR AGRICOLA,2018,4
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,REMOLQUE,2018,43
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,RETROCARGADOR,2018,24
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,227
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2018,530
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,TALADRO,2018,9
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,TALADRO PERFORACION POZO PETROLERO,2018,2
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,TRACTOCAMION,2018,58
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,TRACTOR,2018,31
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,TRACTOR SOBRE ORUGA,2018,8
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,TRITURADORA,2018,2
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2018,47
CUNDINAMARCA,FUNZA,OFICIAL,ACTIVO,VOLQUETA,2018,1
CUNDINAMARCA,FUNZA,PARTICULAR,ACTIVO,VOLQUETA,2018,2
CUNDINAMARCA,FUNZA,PUBLICO,ACTIVO,VOLQUETA,2018,46
CUNDINAMARCA,FUNZA,NO REGISTRA,ACTIVO,ZANJADORA,2018,1
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,225
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,AUTOMOVIL,2018,8
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,BUS,2018,34
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,BUSETA,2018,12
CUNDINAMARCA,FUSAGASUGA,OFICIAL,ACTIVO,CAMION,2018,3
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,CAMION,2018,17
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,CAMIONETA,2018,141
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,CAMIONETA,2018,47
CUNDINAMARCA,FUSAGASUGA,OFICIAL,ACTIVO,CAMIONETA,2018,1
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,CAMPERO,2018,20
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,MICROBUS,2018,18
CUNDINAMARCA,FUSAGASUGA,NO REGISTRA,ACTIVO,MINICARGADOR,2018,1
CUNDINAMARCA,FUSAGASUGA,NO REGISTRA,ACTIVO,MONTACARGAS,2018,1
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,MOTOCARRO,2018,3
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,1223
CUNDINAMARCA,FUSAGASUGA,OFICIAL,ACTIVO,MOTOCICLETA,2018,7
CUNDINAMARCA,FUSAGASUGA,NO REGISTRA,ACTIVO,RETROCARGADOR,2018,1
CUNDINAMARCA,FUSAGASUGA,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,6
CUNDINAMARCA,FUSAGASUGA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2018,5
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,TRACTOCAMION,2018,1
CUNDINAMARCA,FUSAGASUGA,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2018,1
CUNDINAMARCA,FUSAGASUGA,PUBLICO,ACTIVO,VOLQUETA,2018,1
CUNDINAMARCA,GIRARDOT,PARTICULAR,ACTIVO,AUTOMOVIL,2018,446
CUNDINAMARCA,GIRARDOT,PUBLICO,ACTIVO,AUTOMOVIL,2018,7
CUNDINAMARCA,GIRARDOT,PUBLICO,ACTIVO,BUSETA,2018,1
CUNDINAMARCA,GIRARDOT,OFICIAL,ACTIVO,CAMION,2018,2
CUNDINAMARCA,GIRARDOT,PARTICULAR,ACTIVO,CAMION,2018,2
CUNDINAMARCA,GIRARDOT,PARTICULAR,ACTIVO,CAMIONETA,2018,121
CUNDINAMARCA,GIRARDOT,OFICIAL,ACTIVO,CAMIONETA,2018,1
CUNDINAMARCA,GIRARDOT,PUBLICO,ACTIVO,CAMIONETA,2018,2
CUNDINAMARCA,GIRARDOT,PARTICULAR,ACTIVO,CAMPERO,2018,3
CUNDINAMARCA,GIRARDOT,PARTICULAR,ACTIVO,MOTOCARRO,2018,4
CUNDINAMARCA,GIRARDOT,OFICIAL,ACTIVO,MOTOCICLETA,2018,5
CUNDINAMARCA,GIRARDOT,PARTICULAR,ACTIVO,MOTOCICLETA,2018,3495
CUNDINAMARCA,GUADUAS,PARTICULAR,ACTIVO,AUTOMOVIL,2018,2
CUNDINAMARCA,GUADUAS,PUBLICO,ACTIVO,CAMION,2018,1
CUNDINAMARCA,GUADUAS,PUBLICO,ACTIVO,CAMIONETA,2018,1
CUNDINAMARCA,GUADUAS,PARTICULAR,ACTIVO,MOTOCICLETA,2018,6
CUNDINAMARCA,LA CALERA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,9
CUNDINAMARCA,LA CALERA,PUBLICO,ACTIVO,AUTOMOVIL,2018,3
CUNDINAMARCA,LA CALERA,PUBLICO,ACTIVO,BUS,2018,1
CUNDINAMARCA,LA CALERA,PUBLICO,ACTIVO,CAMIONETA,2018,3
CUNDINAMARCA,LA CALERA,PARTICULAR,ACTIVO,CAMIONETA,2018,5
CUNDINAMARCA,LA CALERA,PUBLICO,ACTIVO,CAMPERO,2018,1
CUNDINAMARCA,LA CALERA,PARTICULAR,ACTIVO,CAMPERO,2018,3
CUNDINAMARCA,LA CALERA,PUBLICO,ACTIVO,MICROBUS,2018,5
CUNDINAMARCA,LA CALERA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,14
CUNDINAMARCA,LA MESA,PUBLICO,ACTIVO,AUTOMOVIL,2018,12
CUNDINAMARCA,LA MESA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,27
CUNDINAMARCA,LA MESA,PUBLICO,ACTIVO,CAMION,2018,4
CUNDINAMARCA,LA MESA,OFICIAL,ACTIVO,CAMION,2018,1
CUNDINAMARCA,LA MESA,PUBLICO,ACTIVO,CAMIONETA,2018,4
CUNDINAMARCA,LA MESA,PARTICULAR,ACTIVO,CAMIONETA,2018,18
CUNDINAMARCA,LA MESA,PARTICULAR,ACTIVO,CAMPERO,2018,4
CUNDINAMARCA,LA MESA,PARTICULAR,ACTIVO,MOTOCARRO,2018,1
CUNDINAMARCA,LA MESA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,326
CUNDINAMARCA,LA MESA,OFICIAL,ACTIVO,MOTOCICLETA,2018,1
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,AUTOMOVIL,2018,324
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,AUTOMOVIL,2018,2
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,BARREDORA,2018,1
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,BULDOZER,2018,1
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,BUS,2018,2
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,BUS,2018,68
CUNDINAMARCA,MADRID,OFICIAL,ACTIVO,BUS,2018,1
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,BUSETA,2018,2
CUNDINAMARCA,MADRID,OFICIAL,ACTIVO,CAMION,2018,1
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,CAMION,2018,28
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,CAMIONETA,2018,74
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,CAMIONETA,2018,213
CUNDINAMARCA,MADRID,OFICIAL,ACTIVO,CAMIONETA,2018,74
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,CAMPERO,2018,19
CUNDINAMARCA,MADRID,OFICIAL,ACTIVO,CAMPERO,2018,7
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,CARGADOR,2018,6
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,CICLOMOTOR,2018,41
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,COMPACTADOR,2018,1
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,CUATRIMOTO,2018,2
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,EXCAVADORA,2018,6
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,GRUA,2018,1
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,MICROBUS,2018,3
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,MINICARGADOR,2018,10
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,MONTACARGAS,2018,17
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,MOTOCARRO,2018,8
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,MOTOCARRO,2018,1
CUNDINAMARCA,MADRID,PARTICULAR,ACTIVO,MOTOCICLETA,2018,7099
CUNDINAMARCA,MADRID,OFICIAL,ACTIVO,MOTOCICLETA,2018,13
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,MOTONIVELADORA,2018,9
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,PALA DRAGA,2018,1
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,PLATAFORMA DE ELEVACION,2018,1
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,RETROCARGADOR,2018,1
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,13
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2018,1
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,TRACTOCAMION,2018,1
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,TRACTOR,2018,5
CUNDINAMARCA,MADRID,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2018,6
CUNDINAMARCA,MADRID,PUBLICO,ACTIVO,VOLQUETA,2018,3
CUNDINAMARCA,MOSQUERA,PUBLICO,ACTIVO,AUTOMOVIL,2018,1
CUNDINAMARCA,MOSQUERA,OFICIAL,ACTIVO,AUTOMOVIL,2018,1
CUNDINAMARCA,MOSQUERA,PARTICULAR,ACTIVO,AUTOMOVIL,2018,146
CUNDINAMARCA,MOSQUERA,PUBLICO,ACTIVO,BUS,2018,1
CUNDINAMARCA,MOSQUERA,PUBLICO,ACTIVO,CAMION,2018,1
CUNDINAMARCA,MOSQUERA,PARTICULAR,ACTIVO,CAMIONETA,2018,97
CUNDINAMARCA,MOSQUERA,PUBLICO,ACTIVO,CAMIONETA,2018,8
CUNDINAMARCA,MOSQUERA,OFICIAL,ACTIVO,CAMIONETA,2018,3
CUNDINAMARCA,MOSQUERA,OFICIAL,ACTIVO,CAMPERO,2018,1
CUNDINAMARCA,MOSQUERA,PARTICULAR,ACTIVO,CAMPERO,2018,19
CUNDINAMARCA,MOSQUERA,NO REGISTRA,ACTIVO,CARGADOR,2018,1
CUNDINAMARCA,MOSQUERA,NO REGISTRA,ACTIVO,EXCAVADORA,2018,1
CUNDINAMARCA,MOSQUERA,NO REGISTRA,ACTIVO,MINICARGADOR,2018,1
CUNDINAMARCA,MOSQUERA,PUBLICO,ACTIVO,MOTOCARRO,2018,3
CUNDINAMARCA,MOSQUERA,PARTICULAR,ACTIVO,MOTOCICLETA,2018,40
CUNDINAMARCA,MOSQUERA,OFICIAL,ACTIVO,MOTOCICLETA,2018,9
CUNDINAMARCA,MOSQUERA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2018,1
CUNDINAMARCA,MOSQUERA,PUBLICO,ACTIVO,TRACTOCAMION,2018,6
CUNDINAMARCA,MOSQUERA,PARTICULAR,ACTIVO,VOLQUETA,2018,1
CUNDINAMARCA,PACHO,PUBLICO,ACTIVO,AUTOMOVIL,2018,2
CUNDINAMARCA,PACHO,PARTICULAR,ACTIVO,AUTOMOVIL,2018,5
CUNDINAMARCA,PACHO,PUBLICO,ACTIVO,BUS,2018,1
CUNDINAMARCA,PACHO,PUBLICO,ACTIVO,CAMION,2018,2
CUNDINAMARCA,PACHO,PARTICULAR,ACTIVO,CAMIONETA,2018,3
CUNDINAMARCA,PACHO,PUBLICO,ACTIVO,CAMIONETA,2018,9
CUNDINAMARCA,PACHO,PARTICULAR,ACTIVO,CAMPERO,2018,1
CUNDINAMARCA,PACHO,PARTICULAR,ACTIVO,MOTOCICLETA,2018,238
CUNDINAMARCA,PUERTO SALGAR,PARTICULAR,ACTIVO,AUTOMOVIL,2018,1
CUNDINAMARCA,PUERTO SALGAR,PUBLICO,ACTIVO,CAMIONETA,2018,2
CUNDINAMARCA,PUERTO SALGAR,PARTICULAR,ACTIVO,CAMIONETA,2018,3
CUNDINAMARCA,RICAURTE,PARTICULAR,ACTIVO,AUTOMOVIL,2018,71
CUNDINAMARCA,RICAURTE,NO REGISTRA,ACTIVO,BULDOZER,2018,1
CUNDINAMARCA,RICAURTE,PUBLICO,ACTIVO,BUS,2018,9
