DEPARTAMENTO,MUNICIPIO,CODIGO DANE,CLASE BIEN,FECHA HECHO,CANTIDAD
VALLE,CALI (CT),76001,AUTOMOVIL,2020-03-08,1
NORTE DE SANTANDER,ABREGO,54003,CAMION,2020-03-08,1
META,VILLAVICENCIO (CT),50001,CAMIONETA,2020-03-08,1
RISARALDA,DOSQUEBRADAS,66170,AUTOMOVIL,2020-03-08,1
CUNDINAMARCA,MADRID,25430,CAMION,2020-03-08,1
MAGDALENA,SANTA MARTA (CT),47001,MOTOCICLETA,2020-03-09,1
CASANARE,PORE,85263,MOTOCICLETA,2020-03-09,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-09,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2020-03-09,1
GUAJIRA,FONSECA,44279,MOTOCICLETA,2020-03-09,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-09,1
ARAUCA,ARAUCA (CT),81001,MOTOCICLETA,2020-03-09,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-09,1
GUAJIRA,MANAURE,44560,MOTOCICLETA,2020-03-09,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2020-03-09,1
VALLE,JAMUNDI,76364,MOTOCICLETA,2020-03-09,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2020-03-09,1
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2020-03-09,1
ANTIOQUIA,RIONEGRO,56150,MOTOCICLETA,2020-03-09,1
ATLANTICO,PONEDERA,85600,MOTOCICLETA,2020-03-09,1
GUAVIARE,EL RETORNO,95025,MOTOCICLETA,2020-03-09,1
ANTIOQUIA,ITAGUI,53600,MOTOCICLETA,2020-03-09,1
GUAJIRA,MAICAO,44430,MOTOCICLETA,2020-03-09,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2020-03-09,1
CESAR,CHIRIGUANA,20178,MOTOCICLETA,2020-03-09,1
NORTE DE SANTANDER,LOS PATIOS,54405,MOTOCICLETA,2020-03-09,1
ANTIOQUIA,PUERTO BERRIO,55790,MOTOCICLETA,2020-03-09,1
BOLIVAR,MOMPOS,13468,MOTOCICLETA,2020-03-09,1
TOLIMA,ESPINAL,73268,MOTO CARRO,2020-03-09,1
QUINDIO,CALARCA,63130,CAMION,2020-03-09,1
ANTIOQUIA,CHIGORODO,51720,AUTOMOVIL,2020-03-09,1
QUINDIO,ARMENIA (CT),63001,AUTOMOVIL,2020-03-09,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2020-03-09,1
BOGOTA,BOGOTA D.C. (CT),11001,VEHICULO PANEL,2020-03-09,1
CORDOBA,MONTERIA (CT),23001,CAMIONETA,2020-03-09,1
TOLIMA,GUAMO,73319,CAMION,2020-03-09,1
CAUCA,BOLIVAR,19100,CAMPERO,2020-03-09,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-09,1
CAUCA,MERCADERES,19450,AUTOMOVIL,2020-03-09,1
QUINDIO,ARMENIA (CT),63001,CAMION,2020-03-09,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2020-03-09,1
CAUCA,VILLA RICA,19845,CAMIONETA,2020-03-09,1
NARINO,IPIALES,52356,AUTOMOVIL,2020-03-09,1
CAUCA,CORINTO,19212,CAMPERO,2020-03-09,1
CAUCA,POPAYAN (CT),19001,CAMIONETA,2020-03-09,1
HUILA,NEIVA (CT),41001,AUTOMOVIL,2020-03-09,1
NORTE DE SANTANDER,EL CARMEN,54245,CAMIONETA,2020-03-09,1
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2020-03-10,1
META,PUERTO LOPEZ,50573,MOTOCICLETA,2020-03-10,1
CORDOBA,SAHAGUN,23660,MOTOCICLETA,2020-03-10,1
CAQUETA,FLORENCIA (CT),18001,MOTOCICLETA,2020-03-10,1
ANTIOQUIA,MARINILLA,54400,MOTOCICLETA,2020-03-10,1
ARAUCA,TAME,81794,MOTOCICLETA,2020-03-10,1
GUAVIARE,SAN JOSE DEL GUAVIARE (CT),95001,MOTOCICLETA,2020-03-10,1
GUAJIRA,MANAURE,44560,MOTOCICLETA,2020-03-10,1
GUAJIRA,SAN JUAN DEL CESAR,44650,MOTOCICLETA,2020-03-10,1
HUILA,PITALITO,41551,MOTOCICLETA,2020-03-10,1
CESAR,LA JAGUA DE IBIRICO,20400,MOTOCICLETA,2020-03-10,1
ANTIOQUIA,APARTADO,50450,MOTOCICLETA,2020-03-10,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2020-03-10,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-10,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2020-03-10,1
BOLIVAR,CORDOBA,13212,MOTOCICLETA,2020-03-10,1
VALLE,PALMIRA,76520,MOTOCICLETA,2020-03-10,1
CALDAS,SALAMINA,17653,MOTOCICLETA,2020-03-10,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-10,1
HUILA,LA ARGENTINA,41378,MOTOCICLETA,2020-03-10,1
ATLANTICO,USIACURI,88490,MOTOCICLETA,2020-03-10,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2020-03-10,1
VALLE,CALI (CT),76001,MOTOCICLETA,2020-03-10,1
NARINO,LA UNION,52399,MOTOCICLETA,2020-03-10,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2020-03-10,1
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2020-03-10,1
SUCRE,BUENAVISTA,70110,MOTOCICLETA,2020-03-10,1
CESAR,CURUMANI,20228,MOTOCICLETA,2020-03-10,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865,MOTOCICLETA,2020-03-10,1
CAUCA,TIMBIO,19807,MOTOCICLETA,2020-03-10,1
CUNDINAMARCA,FUSAGASUGA,25290,MOTOCICLETA,2020-03-10,1
GUAJIRA,URIBIA,44847,MOTOCICLETA,2020-03-10,1
VALLE,TULUA,76834,MOTOCICLETA,2020-03-10,1
SUCRE,CAIMITO,70124,MOTOCICLETA,2020-03-10,1
BOYACA,OTANCHE,15507,MOTOCICLETA,2020-03-10,1
NARINO,PASTO (CT),52001,AUTOMOVIL,2020-03-10,1
VALLE,CALI (CT),76001,AUTOMOVIL,2020-03-10,1
ANTIOQUIA,ITAGUI,53600,AUTOMOVIL,2020-03-10,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2020-03-10,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2020-03-10,1
CORDOBA,PLANETA RICA,23555,AUTOMOVIL,2020-03-10,1
VALLE,CALI (CT),76001,CAMIONETA,2020-03-10,1
BOYACA,VIRACACHA,15879,AUTOMOVIL,2020-03-10,1
META,VILLAVICENCIO (CT),50001,VEHICULO PANEL,2020-03-10,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-10,1
NARINO,PASTO (CT),52001,CAMIONETA,2020-03-10,1
GUAJIRA,ALBANIA,44035,CAMION,2020-03-10,1
VALLE,BUENAVENTURA,76109,AUTOMOVIL,2020-03-10,1
CAUCA,POPAYAN (CT),19001,CAMIONETA,2020-03-10,1
ANTIOQUIA,PUERTO TRIUNFO,55910,MOTOCICLETA,2020-03-11,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-11,1
VALLE,TULUA,76834,MOTOCICLETA,2020-03-11,1
BOLIVAR,SAN PABLO,13670,MOTOCICLETA,2020-03-11,1
VALLE,CALI (CT),76001,MOTOCICLETA,2020-03-11,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2020-03-11,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2020-03-11,1
ANTIOQUIA,ENVIGADO,52660,MOTOCICLETA,2020-03-11,1
GUAJIRA,RIOHACHA (CT),44001,MOTOCICLETA,2020-03-11,1
ATLANTICO,SUAN,87700,MOTOCICLETA,2020-03-11,1
CESAR,AGUACHICA,20011,MOTOCICLETA,2020-03-11,1
SUCRE,COROZAL,70215,MOTOCICLETA,2020-03-11,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2020-03-11,1
HUILA,NEIVA (CT),41001,MOTOCICLETA,2020-03-11,1
AMAZONAS,LETICIA (CT),91001,MOTOCICLETA,2020-03-11,1
CAQUETA,CURILLO,18205,MOTOCICLETA,2020-03-11,1
SANTANDER,FLORIDABLANCA,68276,MOTOCICLETA,2020-03-11,1
BOYACA,SANTA ROSA DE VITERBO,15693,MOTOCICLETA,2020-03-11,1
ANTIOQUIA,RIONEGRO,56150,MOTOCICLETA,2020-03-11,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-11,1
CALDAS,ANSERMA,17042,MOTOCICLETA,2020-03-11,1
CAQUETA,SAN VICENTE DEL CAGUAN,18753,MOTOCICLETA,2020-03-11,1
TOLIMA,ESPINAL,73268,MOTOCICLETA,2020-03-11,1
PUTUMAYO,PUERTO ASIS,86568,MOTOCICLETA,2020-03-11,1
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2020-03-11,1
SUCRE,BUENAVISTA,70110,MOTOCICLETA,2020-03-11,1
NARINO,SAN ANDRES DE TUMACO,52835,MOTOCICLETA,2020-03-11,1
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2020-03-11,1
CAUCA,BOLIVAR,19100,MOTOCICLETA,2020-03-11,1
SUCRE,SAN ONOFRE,70713,MOTOCICLETA,2020-03-11,1
CUNDINAMARCA,SILVANIA,25743,MOTOCICLETA,2020-03-11,1
GUAJIRA,MANAURE,44560,MOTOCICLETA,2020-03-11,1
META,ACACIAS,50006,MOTOCICLETA,2020-03-11,1
BOYACA,AQUITANIA,15047,MOTOCICLETA,2020-03-11,1
CUNDINAMARCA,VILLETA,25875,MOTOCICLETA,2020-03-11,1
VALLE,YOTOCO,76890,AUTOMOVIL,2020-03-11,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2020-03-11,1
NARINO,PASTO (CT),52001,AUTOMOVIL,2020-03-11,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2020-03-11,1
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2020-03-11,1
HUILA,PITALITO,41551,AUTOMOVIL,2020-03-11,1
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2020-03-11,1
META,VILLAVICENCIO (CT),50001,AUTOMOVIL,2020-03-11,1
GUAJIRA,URIBIA,44847,MOTOCICLETA,2020-03-12,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2020-03-12,1
ANTIOQUIA,SABANETA,56310,MOTOCICLETA,2020-03-12,1
CAQUETA,SAN VICENTE DEL CAGUAN,18753,MOTOCICLETA,2020-03-12,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2020-03-12,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2020-03-12,1
VALLE,CALI (CT),76001,MOTOCICLETA,2020-03-12,1
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2020-03-12,1
VALLE,BUENAVENTURA,76109,MOTOCICLETA,2020-03-12,1
AMAZONAS,LETICIA (CT),91001,MOTOCICLETA,2020-03-12,1
NARINO,YACUANQUER,52885,MOTOCICLETA,2020-03-12,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-12,1
NORTE DE SANTANDER,OCANA,54498,MOTOCICLETA,2020-03-12,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-12,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-12,1
BOLIVAR,MAGANGUE,13430,MOTOCICLETA,2020-03-12,1
CAUCA,PATIA,19532,MOTOCICLETA,2020-03-12,1
TOLIMA,HONDA,73349,MOTOCICLETA,2020-03-12,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2020-03-12,1
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2020-03-12,1
CAUCA,ARGELIA,19050,MOTOCICLETA,2020-03-12,1
ANTIOQUIA,TURBO,58370,MOTOCICLETA,2020-03-12,1
VALLE,PALMIRA,76520,MOTOCICLETA,2020-03-12,1
GUAJIRA,DIBULLA,44090,MOTOCICLETA,2020-03-12,1
SANTANDER,BARRANCABERMEJA,68081,MOTOCICLETA,2020-03-12,1
CESAR,AGUACHICA,20011,MOTOCICLETA,2020-03-12,1
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2020-03-12,1
ARAUCA,SARAVENA,81736,MOTOCICLETA,2020-03-12,1
HUILA,PITALITO,41551,MOTOCICLETA,2020-03-12,1
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2020-03-12,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-12,1
ANTIOQUIA,MEDELLIN (CT),50010,VEHICULO PANEL,2020-03-12,1
VALLE,CALI (CT),76001,CAMIONETA,2020-03-12,1
CALDAS,ANSERMA,17042,AUTOMOVIL,2020-03-12,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2020-03-12,1
MAGDALENA,SANTA MARTA (CT),47001,AUTOMOVIL,2020-03-12,1
CORDOBA,SAHAGUN,23660,AUTOMOVIL,2020-03-12,1
GUAJIRA,FONSECA,44279,CAMIONETA,2020-03-12,1
CAUCA,CALDONO,19137,AUTOMOVIL,2020-03-12,1
CUNDINAMARCA,LA MESA,25386,CAMIONETA,2020-03-12,1
CUNDINAMARCA,SOACHA,25754,AUTOMOVIL,2020-03-12,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-13,1
META,GRANADA,50313,MOTOCICLETA,2020-03-13,1
HUILA,PITALITO,41551,MOTOCICLETA,2020-03-13,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2020-03-13,1
CAUCA,BALBOA,19075,MOTOCICLETA,2020-03-13,1
CAUCA,SUAREZ,19780,MOTOCICLETA,2020-03-13,1
ANTIOQUIA,EL BAGRE,52500,MOTOCICLETA,2020-03-13,1
ATLANTICO,MANATI,84360,MOTOCICLETA,2020-03-13,1
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2020-03-13,1
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2020-03-13,1
HUILA,LA PLATA,41396,MOTOCICLETA,2020-03-13,1
ANTIOQUIA,SEGOVIA,57360,MOTOCICLETA,2020-03-13,1
MAGDALENA,CIENAGA,47189,MOTOCICLETA,2020-03-13,1
VALLE,TULUA,76834,MOTOCICLETA,2020-03-13,1
SAN ANDRES,SAN ANDRES (CT),88001,MOTOCICLETA,2020-03-13,1
ANTIOQUIA,ANORI,50400,MOTOCICLETA,2020-03-13,1
MAGDALENA,EL RETEN,47268,MOTOCICLETA,2020-03-13,1
GUAJIRA,DISTRACCION,44098,MOTOCICLETA,2020-03-13,1
BOYACA,PUERTO BOYACA,15572,MOTOCICLETA,2020-03-13,1
CUNDINAMARCA,ANAPOIMA,25035,MOTOCICLETA,2020-03-13,1
SUCRE,SUCRE,70771,MOTOCICLETA,2020-03-13,1
MAGDALENA,PIVIJAY,47551,MOTOCICLETA,2020-03-13,1
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2020-03-13,1
NORTE DE SANTANDER,OCANA,54498,MOTOCICLETA,2020-03-13,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2020-03-13,1
ANTIOQUIA,CACERES,51200,MOTOCICLETA,2020-03-13,1
CAUCA,TIMBIO,19807,MOTOCICLETA,2020-03-13,1
SUCRE,CAIMITO,70124,MOTOCICLETA,2020-03-13,1
MAGDALENA,FUNDACION,47288,MOTOCICLETA,2020-03-13,1
CESAR,BOSCONIA,20060,MOTOCICLETA,2020-03-13,1
CUNDINAMARCA,LA MESA,25386,MOTOCICLETA,2020-03-13,1
QUINDIO,FILANDIA,63272,MOTOCICLETA,2020-03-13,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-13,1
QUINDIO,ARMENIA (CT),63001,MOTOCICLETA,2020-03-13,1
TOLIMA,RIOBLANCO,73616,MOTOCICLETA,2020-03-13,1
CAUCA,PAEZ,19517,MOTOCICLETA,2020-03-13,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2020-03-13,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-13,1
ANTIOQUIA,FRONTINO,52840,MOTOCICLETA,2020-03-13,1
VALLE,PALMIRA,76520,MOTOCICLETA,2020-03-13,1
ANTIOQUIA,ITAGUI,53600,MOTOCICLETA,2020-03-13,1
HUILA,NATAGA,41483,MOTOCICLETA,2020-03-13,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-13,1
NARINO,IPIALES,52356,AUTOMOVIL,2020-03-13,1
VALLE,GUADALAJARA DE BUGA,76111,AUTOMOVIL,2020-03-13,1
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2020-03-13,1
GUAJIRA,MAICAO,44430,AUTOMOVIL,2020-03-13,1
VALLE,YUMBO,76892,CAMION,2020-03-13,1
CUNDINAMARCA,SOACHA,25754,AUTOMOVIL,2020-03-13,1
VALLE,CALI (CT),76001,CAMIONETA,2020-03-13,1
HUILA,PITALITO,41551,CAMIONETA,2020-03-13,1
NARINO,EL TAMBO,52260,AUTOMOVIL,2020-03-13,1
BOGOTA,BOGOTA D.C. (CT),11001,VEHICULO PANEL,2020-03-13,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2020-03-13,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMPERO,2020-03-13,1
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2020-03-14,1
NARINO,SAMANIEGO,52678,MOTOCICLETA,2020-03-14,1
NARINO,SAN ANDRES DE TUMACO,52835,MOTOCICLETA,2020-03-14,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-14,1
VALLE,CALI (CT),76001,MOTOCICLETA,2020-03-14,1
CAUCA,EL TAMBO,19256,MOTOCICLETA,2020-03-14,1
NARINO,LA UNION,52399,MOTOCICLETA,2020-03-14,1
CAUCA,PUERTO TEJADA,19573,MOTOCICLETA,2020-03-14,1
SUCRE,LOS PALMITOS,70418,MOTOCICLETA,2020-03-14,1
CAUCA,MIRANDA,19455,MOTOCICLETA,2020-03-14,1
TOLIMA,FLANDES,73275,MOTOCICLETA,2020-03-14,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-14,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2020-03-14,1
ANTIOQUIA,ITAGUI,53600,MOTOCICLETA,2020-03-14,1
ANTIOQUIA,MUTATA,54800,MOTOCICLETA,2020-03-14,1
MAGDALENA,ZONA BANANERA,47980,MOTOCICLETA,2020-03-14,1
ATLANTICO,TUBARA,88320,MOTOCICLETA,2020-03-14,1
CHOCO,CONDOTO,27205,MOTOCICLETA,2020-03-14,1
MAGDALENA,SANTA MARTA (CT),47001,MOTOCICLETA,2020-03-14,1
CAUCA,CALOTO,19142,CAMIONETA,2020-03-14,1
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2020-03-14,1
ANTIOQUIA,BELLO,50880,AUTOMOVIL,2020-03-14,1
VALLE,YUMBO,76892,AUTOMOVIL,2020-03-14,1
BOYACA,SOGAMOSO,15759,AUTOMOVIL,2020-03-14,1
CAUCA,POPAYAN (CT),19001,TAXI,2020-03-14,1
CAUCA,PUERTO TEJADA,19573,AUTOMOVIL,2020-03-14,1
VALLE,CANDELARIA,76130,AUTOMOVIL,2020-03-14,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2020-03-14,1
CESAR,RIO DE ORO,20614,CAMIONETA,2020-03-14,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-14,1
CUNDINAMARCA,FACATATIVA,25269,MOTOCICLETA,2020-03-15,1
MAGDALENA,SANTA MARTA (CT),47001,MOTOCICLETA,2020-03-15,1
VALLE,YOTOCO,76890,MOTOCICLETA,2020-03-15,1
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2020-03-15,1
VALLE,CALI (CT),76001,MOTOCICLETA,2020-03-15,1
CAUCA,BUENOS AIRES,19110,MOTOCICLETA,2020-03-15,1
ANTIOQUIA,PUERTO TRIUNFO,55910,MOTOCICLETA,2020-03-15,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-15,1
CAUCA,EL TAMBO,19256,MOTOCICLETA,2020-03-15,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-15,1
HUILA,SAN AGUSTIN,41668,MOTOCICLETA,2020-03-15,1
CAUCA,PATIA,19532,MOTOCICLETA,2020-03-15,1
VALLE,JAMUNDI,76364,MOTOCICLETA,2020-03-15,1
VALLE,CANDELARIA,76130,MOTOCICLETA,2020-03-15,1
NARINO,SAMANIEGO,52678,MOTOCICLETA,2020-03-15,1
CAUCA,BALBOA,19075,MOTOCICLETA,2020-03-15,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2020-03-15,1
BOYACA,PUERTO BOYACA,15572,MOTOCICLETA,2020-03-15,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-15,1
ATLANTICO,REPELON,86060,MOTOCICLETA,2020-03-15,1
ATLANTICO,LURUACO,84210,MOTO CARRO,2020-03-15,1
TOLIMA,PURIFICACION,73585,MOTOCICLETA,2020-03-15,1
CUNDINAMARCA,GIRARDOT,25307,MOTOCICLETA,2020-03-15,1
CUNDINAMARCA,SOACHA,25754,CAMION,2020-03-15,1
CUNDINAMARCA,SOACHA,25754,AUTOMOVIL,2020-03-15,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-15,1
BOGOTA,BOGOTA D.C. (CT),11001,TRACTO CAMION,2020-03-15,1
CASANARE,VILLANUEVA,85440,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,CACERES,51200,MOTOCICLETA,2020-03-16,1
QUINDIO,QUIMBAYA,63594,MOTOCICLETA,2020-03-16,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,COPACABANA,52120,MOTOCICLETA,2020-03-16,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-16,1
GUAJIRA,SAN JUAN DEL CESAR,44650,MOTOCICLETA,2020-03-16,1
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2020-03-16,1
VALLE,ALCALA,76020,MOTOCICLETA,2020-03-16,1
NARINO,IPIALES,52356,MOTOCICLETA,2020-03-16,1
CAUCA,TIMBIO,19807,MOTOCICLETA,2020-03-16,1
CAUCA,MIRANDA,19455,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,CAICEDO,51250,MOTOCICLETA,2020-03-16,1
CALDAS,MANIZALES (CT),17001,MOTOCICLETA,2020-03-16,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,URAMITA,58420,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,BARBOSA,50790,MOTOCICLETA,2020-03-16,1
CUNDINAMARCA,CAQUEZA,25151,MOTOCICLETA,2020-03-16,1
CAUCA,PATIA,19532,MOTOCICLETA,2020-03-16,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-16,1
CESAR,BOSCONIA,20060,MOTOCICLETA,2020-03-16,1
SANTANDER,LEBRIJA,68406,MOTOCICLETA,2020-03-16,1
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2020-03-16,1
HUILA,AIPE,41016,MOTOCICLETA,2020-03-16,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865,MOTOCICLETA,2020-03-16,1
ANTIOQUIA,ITAGUI,53600,MOTOCICLETA,2020-03-16,1
NORTE DE SANTANDER,TIBU,54810,MOTOCICLETA,2020-03-16,1
VALLE,GUADALAJARA DE BUGA,76111,MOTOCICLETA,2020-03-16,1
ATLANTICO,GALAPA,82960,MOTOCICLETA,2020-03-16,1
CUNDINAMARCA,CHOCONTA,25183,MOTOCICLETA,2020-03-16,1
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2020-03-16,1
VALLE,PALMIRA,76520,MOTOCICLETA,2020-03-16,1
PUTUMAYO,ORITO,86320,MOTOCICLETA,2020-03-16,1
HUILA,ACEVEDO,41006,MOTOCICLETA,2020-03-16,1
SANTANDER,SAN VICENTE DE CHUCURI,68689,CAMIONETA,2020-03-16,1
META,LA MACARENA,50350,CAMIONETA,2020-03-16,1
GUAJIRA,SAN JUAN DEL CESAR,44650,AUTOMOVIL,2020-03-16,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2020-03-16,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2020-03-16,1
CUNDINAMARCA,MOSQUERA,25473,AUTOMOVIL,2020-03-16,1
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2020-03-16,1
VALLE,CALI (CT),76001,CAMION,2020-03-16,1
BOGOTA,BOGOTA D.C. (CT),11001,VEHICULO PANEL,2020-03-16,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2020-03-17,1
TOLIMA,MARIQUITA,73443,MOTOCICLETA,2020-03-17,1
NARINO,PROVIDENCIA,52565,MOTOCICLETA,2020-03-17,1
CAUCA,CALDONO,19137,MOTOCICLETA,2020-03-17,1
VALLE,TULUA,76834,MOTOCICLETA,2020-03-17,1
ATLANTICO,PUERTO COLOMBIA,85730,MOTOCICLETA,2020-03-17,1
VALLE,CARTAGO,76147,MOTOCICLETA,2020-03-17,1
SAN ANDRES,SAN ANDRES (CT),88001,MOTOCICLETA,2020-03-17,1
BOLIVAR,SAN PABLO,13670,MOTOCICLETA,2020-03-17,1
SAN ANDRES,SAN ANDRES (CT),88001,MOTOCICLETA,2020-03-17,1
VICHADA,PUERTO CARRENO (CT),99001,MOTOCICLETA,2020-03-17,1
MAGDALENA,FUNDACION,47288,MOTOCICLETA,2020-03-17,1
CAQUETA,FLORENCIA (CT),18001,MOTOCICLETA,2020-03-17,1
CUNDINAMARCA,VIOTA,25878,MOTOCICLETA,2020-03-17,1
ANTIOQUIA,DABEIBA,52340,MOTOCICLETA,2020-03-17,1
BOLIVAR,MORALES,13473,MOTOCICLETA,2020-03-17,1
PUTUMAYO,SAN FRANCISCO,86755,MOTOCICLETA,2020-03-17,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2020-03-17,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2020-03-17,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2020-03-17,1
TOLIMA,LIBANO,73411,MOTOCICLETA,2020-03-17,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2020-03-17,1
CUNDINAMARCA,GUADUAS,25320,MOTOCICLETA,2020-03-17,1
SUCRE,SAN ONOFRE,70713,MOTOCICLETA,2020-03-17,1
NARINO,BUESACO,52110,MOTOCICLETA,2020-03-17,1
CESAR,LA JAGUA DE IBIRICO,20400,MOTOCICLETA,2020-03-17,1
SUCRE,COROZAL,70215,MOTOCICLETA,2020-03-17,1
CUNDINAMARCA,GIRARDOT,25307,MOTOCICLETA,2020-03-17,1
CUNDINAMARCA,LA CALERA,25377,MOTOCICLETA,2020-03-17,1
ATLANTICO,PALMAR DE VARELA,85200,MOTOCICLETA,2020-03-17,1
