DEPARTAMENTO,MUNICIPIO,CODIGO DANE,CLASE BIEN,FECHA HECHO,CANTIDAD
ANTIOQUIA,BELLO,50880,AUTOMOVIL,2013-04-21,1
TOLIMA,IBAGUE (CT),73001,CAMIONETA,2013-04-21,1
TOLIMA,IBAGUE (CT),73001,AUTOMOVIL,2013-04-21,1
VALLE,CALI (CT),76001,CAMIONETA,2013-04-21,1
ANTIOQUIA,SAN PEDRO,56640,AUTOMOVIL,2013-04-21,1
ANTIOQUIA,FREDONIA,52820,AUTOMOVIL,2013-04-21,1
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2013-04-21,1
CUNDINAMARCA,PACHO,25513,AUTOMOVIL,2013-04-21,1
SANTANDER,SOCORRO,68755,AUTOMOVIL,2013-04-21,1
QUINDIO,CALARCA,63130,TRACTO CAMION,2013-04-21,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-21,1
CUNDINAMARCA,PUERTO SALGAR,25572,CAMION,2013-04-21,1
SANTANDER,BUCARAMANGA (CT),68001,AUTOMOVIL,2013-04-21,1
SANTANDER,SAN GIL,68679,AUTOMOVIL,2013-04-21,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2013-04-21,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-22,1
SANTANDER,BARRANCABERMEJA,68081,MOTOCICLETA,2013-04-22,1
ATLANTICO,MALAMBO,84330,MOTOCICLETA,2013-04-22,1
HUILA,PITALITO,41551,MOTOCICLETA,2013-04-22,1
ANTIOQUIA,SEGOVIA,57360,MOTOCICLETA,2013-04-22,1
META,ACACIAS,50006,MOTOCICLETA,2013-04-22,1
VALLE,PALMIRA,76520,MOTOCICLETA,2013-04-22,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-04-22,1
VALLE,DAGUA,76233,MOTOCICLETA,2013-04-22,1
CAUCA,MORALES,19473,MOTOCICLETA,2013-04-22,1
ANTIOQUIA,ENVIGADO,52660,MOTOCICLETA,2013-04-22,1
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2013-04-22,1
VALLE,GUADALAJARA DE BUGA,76111,MOTOCICLETA,2013-04-22,1
META,RESTREPO,50606,MOTOCICLETA,2013-04-22,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2013-04-22,1
META,PUERTO GAITAN,50568,MOTOCICLETA,2013-04-22,1
HUILA,NEIVA (CT),41001,MOTOCICLETA,2013-04-22,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-22,1
TOLIMA,PLANADAS,73555,MOTOCICLETA,2013-04-22,1
ANTIOQUIA,GUARNE,53180,MOTOCICLETA,2013-04-22,1
HUILA,CAMPOALEGRE,41132,MOTOCICLETA,2013-04-22,1
ANTIOQUIA,REMEDIOS,56040,MOTOCICLETA,2013-04-22,1
META,SAN CARLOS DE GUAROA,50680,MOTOCICLETA,2013-04-22,1
TOLIMA,MELGAR,73449,MOTOCICLETA,2013-04-22,1
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2013-04-22,1
NARINO,PASTO (CT),52001,AUTOMOVIL,2013-04-22,1
CUNDINAMARCA,CAQUEZA,25151,AUTOMOVIL,2013-04-22,1
RISARALDA,PEREIRA (CT),66001,CAMIONETA,2013-04-22,1
ANTIOQUIA,ANORI,50400,AUTOMOVIL,2013-04-22,1
ATLANTICO,BARRANQUILLA (CT),80010,CAMION,2013-04-22,1
ATLANTICO,BARRANQUILLA (CT),80010,CAMPERO,2013-04-22,1
VALLE,PALMIRA,76520,AUTOMOVIL,2013-04-22,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-22,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-04-22,1
VALLE,CALI (CT),76001,CAMIONETA,2013-04-22,1
BOGOTA,BOGOTA D.C. (CT),11001,TAXI,2013-04-22,1
META,VILLAVICENCIO (CT),50001,CAMIONETA,2013-04-22,1
ANTIOQUIA,CONCORDIA,52090,AUTOMOVIL,2013-04-22,1
CAUCA,EL TAMBO,19256,VOLQUETA,2013-04-22,1
CAUCA,PIAMONTE,19533,MOTOCICLETA,2013-04-23,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2013-04-23,1
HUILA,ISNOS,41359,MOTOCICLETA,2013-04-23,1
CORDOBA,PLANETA RICA,23555,MOTOCICLETA,2013-04-23,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2013-04-23,1
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2013-04-23,1
CHOCO,CONDOTO,27205,MOTOCICLETA,2013-04-23,1
SUCRE,SAN MARCOS,70708,MOTOCICLETA,2013-04-23,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-23,1
CAUCA,BOLIVAR,19100,MOTOCICLETA,2013-04-23,1
CASANARE,TRINIDAD,85430,MOTOCICLETA,2013-04-23,1
CASANARE,YOPAL (CT),85001,MOTOCICLETA,2013-04-23,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2013-04-23,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-23,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2013-04-23,1
TOLIMA,CHAPARRAL,73168,MOTOCICLETA,2013-04-23,1
ANTIOQUIA,ENVIGADO,52660,MOTOCICLETA,2013-04-23,1
NORTE DE SANTANDER,LOS PATIOS,54405,MOTOCICLETA,2013-04-23,1
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2013-04-23,1
MAGDALENA,SANTA BARBARA DE PINTO,47720,MOTOCICLETA,2013-04-23,1
CUNDINAMARCA,FUSAGASUGA,25290,MOTOCICLETA,2013-04-23,1
GUAJIRA,SAN JUAN DEL CESAR,44650,CAMION,2013-04-23,1
ANTIOQUIA,CIUDAD BOLIVAR,51010,AUTOMOVIL,2013-04-23,1
CUNDINAMARCA,VILLETA,25875,AUTOMOVIL,2013-04-23,1
VALLE,CANDELARIA,76130,AUTOMOVIL,2013-04-23,1
VALLE,ALCALA,76020,CAMPERO,2013-04-23,1
BOGOTA,BOGOTA D.C. (CT),11001,TRACTO CAMION,2013-04-23,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-23,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-23,1
ANTIOQUIA,MEDELLIN (CT),50010,VOLQUETA,2013-04-23,1
CUNDINAMARCA,PUERTO SALGAR,25572,CAMION,2013-04-23,1
ANTIOQUIA,TAMESIS,57890,AUTOMOVIL,2013-04-23,1
VALLE,PALMIRA,76520,AUTOMOVIL,2013-04-23,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-24,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2013-04-24,1
ATLANTICO,SOLEDAD,87580,MOTOCICLETA,2013-04-24,1
VALLE,GUADALAJARA DE BUGA,76111,MOTOCICLETA,2013-04-24,1
CESAR,AGUACHICA,20011,MOTOCICLETA,2013-04-24,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2013-04-24,1
ANTIOQUIA,SAN JERONIMO,56560,MOTOCICLETA,2013-04-24,1
VALLE,BUENAVENTURA,76109,MOTOCICLETA,2013-04-24,1
ANTIOQUIA,SABANETA,56310,MOTOCICLETA,2013-04-24,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-04-24,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-24,1
ANTIOQUIA,NECOCLI,54900,MOTOCICLETA,2013-04-24,1
ANTIOQUIA,CHIGORODO,51720,MOTOCICLETA,2013-04-24,1
RISARALDA,BELEN DE UMBRIA,66088,MOTOCICLETA,2013-04-24,1
CAUCA,BOLIVAR,19100,MOTOCICLETA,2013-04-24,1
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2013-04-24,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2013-04-24,1
BOYACA,GUAYATA,15325,MOTOCICLETA,2013-04-24,1
SANTANDER,SAN VICENTE DE CHUCURI,68689,MOTOCICLETA,2013-04-24,1
ATLANTICO,GALAPA,82960,MOTOCICLETA,2013-04-24,1
SUCRE,MORROA,70473,MOTOCICLETA,2013-04-24,1
BOYACA,MIRAFLORES,15455,MOTOCICLETA,2013-04-24,1
GUAJIRA,MAICAO,44430,MOTOCICLETA,2013-04-24,1
SANTANDER,PIEDECUESTA,68547,MOTOCICLETA,2013-04-24,1
CESAR,LA GLORIA,20383,MOTOCICLETA,2013-04-24,1
VALLE,JAMUNDI,76364,MOTOCICLETA,2013-04-24,1
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2013-04-24,1
GUAJIRA,MAICAO,44430,CAMIONETA,2013-04-24,1
ANTIOQUIA,LA PINTADA,53900,AUTOMOVIL,2013-04-24,1
VALLE,LA VICTORIA,76403,TRACTOR,2013-04-24,1
ATLANTICO,BARRANQUILLA (CT),80010,BUS,2013-04-24,1
TOLIMA,ESPINAL,73268,CAMIONETA,2013-04-24,1
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2013-04-24,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-24,1
ANTIOQUIA,MEDELLIN (CT),50010,CAMION,2013-04-24,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-24,1
CAUCA,POPAYAN (CT),19001,CAMION,2013-04-24,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2013-04-24,1
META,VILLAVICENCIO (CT),50001,CAMIONETA,2013-04-24,1
CASANARE,YOPAL (CT),85001,AUTOMOVIL,2013-04-24,1
VALLE,CALI (CT),76001,CAMION,2013-04-24,1
CUNDINAMARCA,GIRARDOT,25307,AUTOMOVIL,2013-04-24,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-04-24,1
ANTIOQUIA,ITAGUI,53600,CAMION,2013-04-24,1
RISARALDA,PEREIRA (CT),66001,AUTOMOVIL,2013-04-24,1
QUINDIO,ARMENIA (CT),63001,AUTOMOVIL,2013-04-24,1
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2013-04-25,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2013-04-25,1
VALLE,SEVILLA,76736,MOTOCICLETA,2013-04-25,1
HUILA,PITALITO,41551,MOTOCICLETA,2013-04-25,1
NORTE DE SANTANDER,PUERTO SANTANDER,54553,MOTOCICLETA,2013-04-25,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2013-04-25,1
CUNDINAMARCA,SOACHA,25754,MOTOCICLETA,2013-04-25,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-25,1
VALLE,JAMUNDI,76364,MOTOCICLETA,2013-04-25,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2013-04-25,1
VALLE,GUADALAJARA DE BUGA,76111,MOTOCICLETA,2013-04-25,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-25,1
VALLE,PALMIRA,76520,MOTOCICLETA,2013-04-25,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2013-04-25,1
ANTIOQUIA,COPACABANA,52120,MOTOCICLETA,2013-04-25,1
QUINDIO,QUIMBAYA,63594,MOTOCICLETA,2013-04-25,1
QUINDIO,ARMENIA (CT),63001,MOTOCICLETA,2013-04-25,1
ATLANTICO,PUERTO COLOMBIA,85730,MOTOCICLETA,2013-04-25,1
VALLE,CARTAGO,76147,MOTOCICLETA,2013-04-25,1
TOLIMA,CHAPARRAL,73168,MOTOCICLETA,2013-04-25,1
NARINO,LA CRUZ,52378,MOTOCICLETA,2013-04-25,1
VALLE,FLORIDA,76275,MOTOCICLETA,2013-04-25,1
CESAR,AGUACHICA,20011,MOTOCICLETA,2013-04-25,1
CAQUETA,MORELIA,18479,MOTOCICLETA,2013-04-25,1
CUNDINAMARCA,CAQUEZA,25151,CAMIONETA,2013-04-25,1
RISARALDA,PEREIRA (CT),66001,AUTOMOVIL,2013-04-25,1
NORTE DE SANTANDER,CUCUTA (CT),54001,CAMIONETA,2013-04-25,1
VALLE,CALI (CT),76001,CAMPERO,2013-04-25,1
NARINO,TUQUERRES,52838,CAMIONETA,2013-04-25,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-25,1
TOLIMA,VALLE DE SAN JUAN,73854,CAMIONETA,2013-04-25,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-25,1
ANTIOQUIA,COPACABANA,52120,AUTOMOVIL,2013-04-25,1
ANTIOQUIA,BELLO,50880,AUTOMOVIL,2013-04-25,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2013-04-25,1
ANTIOQUIA,GIRARDOTA,53080,AUTOMOVIL,2013-04-25,1
VALLE,BUGALAGRANDE,76113,CAMION,2013-04-25,1
VALLE,PALMIRA,76520,AUTOMOVIL,2013-04-25,1
VALLE,CARTAGO,76147,AUTOMOVIL,2013-04-25,1
ANTIOQUIA,COPACABANA,52120,CAMION,2013-04-25,1
VALLE,YUMBO,76892,AUTOMOVIL,2013-04-25,1
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2013-04-25,1
MAGDALENA,SANTA MARTA (CT),47001,AUTOMOVIL,2013-04-25,1
ATLANTICO,BARRANQUILLA (CT),80010,CAMIONETA,2013-04-25,1
CESAR,PUEBLO BELLO,20570,MOTOCICLETA,2013-04-26,1
GUAJIRA,RIOHACHA (CT),44001,MOTOCICLETA,2013-04-26,1
NORTE DE SANTANDER,OCANA,54498,MOTOCICLETA,2013-04-26,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2013-04-26,1
BOYACA,PAIPA,15516,MOTOCICLETA,2013-04-26,1
CAQUETA,FLORENCIA (CT),18001,MOTOCICLETA,2013-04-26,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-26,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2013-04-26,1
CAUCA,BOLIVAR,19100,MOTOCICLETA,2013-04-26,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2013-04-26,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2013-04-26,1
ANTIOQUIA,ITAGUI,53600,MOTOCICLETA,2013-04-26,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2013-04-26,1
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2013-04-26,1
CASANARE,AGUAZUL,85010,MOTOCICLETA,2013-04-26,1
SUCRE,MORROA,70473,MOTOCICLETA,2013-04-26,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-26,1
PUTUMAYO,PUERTO ASIS,86568,MOTOCICLETA,2013-04-26,1
ATLANTICO,SANTO TOMAS,86850,MOTOCICLETA,2013-04-26,1
VALLE,PALMIRA,76520,MOTOCICLETA,2013-04-26,1
ATLANTICO,GALAPA,82960,AUTOMOVIL,2013-04-26,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-26,1
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2013-04-26,1
CAUCA,POPAYAN (CT),19001,CAMIONETA,2013-04-26,1
CAUCA,PATIA,19532,CAMION,2013-04-26,1
GUAJIRA,RIOHACHA (CT),44001,AUTOMOVIL,2013-04-26,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-04-26,1
ANTIOQUIA,EL SANTUARIO,56970,AUTOMOVIL,2013-04-26,1
CESAR,EL PASO,20250,CAMIONETA,2013-04-26,1
RISARALDA,DOSQUEBRADAS,66170,CAMION,2013-04-26,1
NORTE DE SANTANDER,CUCUTA (CT),54001,TRACTO CAMION,2013-04-26,1
SUCRE,COROZAL,70215,MOTOCICLETA,2013-04-27,1
VALLE,PALMIRA,76520,MOTOCICLETA,2013-04-27,1
HUILA,LA PLATA,41396,MOTOCICLETA,2013-04-27,1
ATLANTICO,SOLEDAD,87580,MOTOCICLETA,2013-04-27,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-27,1
META,SAN CARLOS DE GUAROA,50680,MOTOCICLETA,2013-04-27,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-27,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2013-04-27,1
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2013-04-27,1
RISARALDA,GUATICA,66318,MOTOCICLETA,2013-04-27,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2013-04-27,1
MAGDALENA,SANTA MARTA (CT),47001,MOTOCICLETA,2013-04-27,1
GUAVIARE,SAN JOSE DEL GUAVIARE (CT),95001,MOTOCICLETA,2013-04-27,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-04-27,1
ANTIOQUIA,GUARNE,53180,MOTOCICLETA,2013-04-27,1
ATLANTICO,MALAMBO,84330,MOTOCICLETA,2013-04-27,1
ANTIOQUIA,COPACABANA,52120,MOTOCICLETA,2013-04-27,1
ARAUCA,ARAUCA (CT),81001,MOTOCICLETA,2013-04-27,1
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2013-04-27,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2013-04-27,1
CAUCA,MIRANDA,19455,MOTOCICLETA,2013-04-27,1
ANTIOQUIA,SABANETA,56310,MOTOCICLETA,2013-04-27,1
NARINO,PASTO (CT),52001,TAXI,2013-04-27,1
NARINO,IPIALES,52356,CAMIONETA,2013-04-27,1
CUNDINAMARCA,SIBATE,25740,AUTOMOVIL,2013-04-27,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-27,1
META,ACACIAS,50006,AUTOMOVIL,2013-04-27,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-04-27,1
ATLANTICO,SOLEDAD,87580,AUTOMOVIL,2013-04-27,1
CUNDINAMARCA,SIBATE,25740,CAMION,2013-04-27,1
NARINO,IPIALES,52356,AUTOMOVIL,2013-04-27,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-27,1
CAUCA,PATIA,19532,CAMION,2013-04-27,1
HUILA,LA PLATA,41396,MOTOCICLETA,2013-04-28,1
HUILA,ALGECIRAS,41020,MOTOCICLETA,2013-04-28,1
CUNDINAMARCA,GIRARDOT,25307,MOTOCICLETA,2013-04-28,1
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2013-04-28,1
CAUCA,PATIA,19532,MOTOCICLETA,2013-04-28,1
ANTIOQUIA,ENTRERRIOS,52640,MOTOCICLETA,2013-04-28,1
HUILA,NEIVA (CT),41001,MOTOCICLETA,2013-04-28,1
RISARALDA,SANTA ROSA DE CABAL,66682,MOTOCICLETA,2013-04-28,1
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2013-04-28,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-04-28,1
CAUCA,LA SIERRA,19392,MOTOCICLETA,2013-04-28,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-28,1
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2013-04-28,1
META,PUERTO CONCORDIA,50450,MOTOCICLETA,2013-04-28,1
SUCRE,SINCELEJO (CT),70001,MOTOCICLETA,2013-04-28,1
MAGDALENA,SANTA MARTA (CT),47001,CAMION,2013-04-28,1
CORDOBA,MONTERIA (CT),23001,AUTOMOVIL,2013-04-28,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-04-28,1
VALLE,CALI (CT),76001,CAMPERO,2013-04-28,1
BOYACA,SOGAMOSO,15759,CAMIONETA,2013-04-28,1
VALLE,ROLDANILLO,76622,TRACTO CAMION,2013-04-28,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-28,1
CASANARE,TAURAMENA,85410,CAMIONETA,2013-04-28,1
VALLE,CANDELARIA,76130,CAMIONETA,2013-04-28,1
QUINDIO,CIRCASIA,63190,CAMIONETA,2013-04-28,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-28,1
NARINO,PASTO (CT),52001,MOTOCICLETA,2013-04-29,1
ANTIOQUIA,RIONEGRO,56150,MOTOCICLETA,2013-04-29,1
SUCRE,SINCELEJO (CT),70001,MOTOCICLETA,2013-04-29,1
ARAUCA,FORTUL,81300,MOTOCICLETA,2013-04-29,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2013-04-29,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-29,1
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2013-04-29,1
BOYACA,TUNJA (CT),15001,MOTOCICLETA,2013-04-29,1
NARINO,ARBOLEDA,52051,MOTOCICLETA,2013-04-29,1
VALLE,EL CERRITO,76248,MOTOCICLETA,2013-04-29,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-04-29,1
NARINO,POLICARPA,52540,MOTOCICLETA,2013-04-29,1
SANTANDER,LEBRIJA,68406,MOTOCICLETA,2013-04-29,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2013-04-29,1
VALLE,TULUA,76834,MOTOCICLETA,2013-04-29,1
ANTIOQUIA,CONCORDIA,52090,MOTOCICLETA,2013-04-29,1
NARINO,GUACHUCAL,52317,MOTOCICLETA,2013-04-29,1
RISARALDA,LA VIRGINIA,66400,MOTOCICLETA,2013-04-29,1
ATLANTICO,BARRANQUILLA (CT),80010,CAMIONETA,2013-04-29,1
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2013-04-29,1
NARINO,PASTO (CT),52001,AUTOMOVIL,2013-04-29,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-29,1
CASANARE,YOPAL (CT),85001,GRUA,2013-04-29,1
META,VILLAVICENCIO (CT),50001,AUTOMOVIL,2013-04-29,1
META,VILLAVICENCIO (CT),50001,CAMIONETA,2013-04-29,1
CAUCA,TIMBIO,19807,CAMPERO,2013-04-29,1
BOYACA,PAIPA,15516,TRACTO CAMION,2013-04-29,1
SUCRE,SAN ONOFRE,70713,MOTOCICLETA,2013-04-30,1
CORDOBA,PLANETA RICA,23555,MOTOCICLETA,2013-04-30,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865,MOTOCICLETA,2013-04-30,1
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2013-04-30,1
TOLIMA,ESPINAL,73268,MOTOCICLETA,2013-04-30,1
ANTIOQUIA,ENVIGADO,52660,MOTOCICLETA,2013-04-30,1
ANTIOQUIA,CAUCASIA,51540,MOTOCICLETA,2013-04-30,1
META,PUERTO LOPEZ,50573,MOTOCICLETA,2013-04-30,1
CASANARE,YOPAL (CT),85001,MOTOCICLETA,2013-04-30,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-04-30,1
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2013-04-30,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-04-30,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-04-30,1
VALLE,EL CERRITO,76248,MOTOCICLETA,2013-04-30,1
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2013-04-30,1
META,GRANADA,50313,MOTOCICLETA,2013-04-30,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-04-30,1
ANTIOQUIA,COPACABANA,52120,CAMION,2013-04-30,1
SUCRE,SINCELEJO (CT),70001,CAMIONETA,2013-04-30,1
RISARALDA,PEREIRA (CT),66001,AUTOMOVIL,2013-04-30,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-04-30,1
ANTIOQUIA,CALDAS,51290,CAMION,2013-04-30,1
QUINDIO,ARMENIA (CT),63001,FURGON,2013-04-30,1
BOYACA,TUNJA (CT),15001,CAMPERO,2013-04-30,1
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2013-04-30,1
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2013-04-30,1
VALLE,CALI (CT),76001,CAMION,2013-04-30,1
VALLE,PALMIRA,76520,CAMIONETA,2013-04-30,1
ANTIOQUIA,ITAGUI,53600,AUTOMOVIL,2013-04-30,1
ANTIOQUIA,ITAGUI,53600,CAMIONETA,2013-04-30,1
VALLE,TULUA,76834,AUTOMOVIL,2013-04-30,1
NARINO,IPIALES,52356,CAMIONETA,2013-04-30,1
CESAR,VALLEDUPAR (CT),20001,AUTOMOVIL,2013-04-30,1
ATLANTICO,BARRANQUILLA (CT),80010,CAMIONETA,2013-04-30,1
CAQUETA,VALPARAISO,18860,MOTOCICLETA,2013-05-01,1
SAN ANDRES,SAN ANDRES (CT),88001,MOTOCICLETA,2013-05-01,1
SUCRE,SINCELEJO (CT),70001,MOTOCICLETA,2013-05-01,1
SUCRE,SINCELEJO (CT),70001,MOTOCICLETA,2013-05-01,1
CESAR,ASTREA,20032,MOTOCICLETA,2013-05-01,1
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2013-05-01,1
HUILA,NEIVA (CT),41001,MOTOCICLETA,2013-05-01,1
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2013-05-01,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-05-01,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-05-01,1
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2013-05-01,1
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2013-05-01,1
META,ACACIAS,50006,MOTOCICLETA,2013-05-01,1
MAGDALENA,EL BANCO,47245,MOTOCICLETA,2013-05-01,1
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2013-05-01,1
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2013-05-01,1
CAQUETA,EL DONCELLO,18247,MOTOCICLETA,2013-05-01,1
META,PUERTO LLERAS,50577,MOTOCICLETA,2013-05-01,1
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2013-05-01,1
BOYACA,MARIPI,15442,MOTOCICLETA,2013-05-01,1
PUTUMAYO,MOCOA (CT),86001,VOLQUETA,2013-05-01,1
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2013-05-01,1
VALLE,JAMUNDI,76364,AUTOMOVIL,2013-05-01,1
NORTE DE SANTANDER,CUCUTA (CT),54001,CAMIONETA,2013-05-01,1
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2013-05-01,1
VALLE,CALI (CT),76001,AUTOMOVIL,2013-05-01,1
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2013-05-01,1
ANTIOQUIA,SANTO DOMINGO,56900,CAMION,2013-05-01,1
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2013-05-01,1
VALLE,CARTAGO,76147,AUTOMOVIL,2013-05-01,1
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2013-05-01,1
NORTE DE SANTANDER,OCANA,54498,VOLQUETA,2013-05-01,1
NARINO,PASTO (CT),52001,AUTOMOVIL,2013-05-01,1
PUTUMAYO,MOCOA (CT),86001,CAMION,2013-05-01,1
CUNDINAMARCA,SILVANIA,25743,CAMIONETA,2013-05-01,1
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2013-05-02,1
VALLE,CALI (CT),76001,MOTOCICLETA,2013-05-02,1
QUINDIO,ARMENIA (CT),63001,MOTOCICLETA,2013-05-02,1
VALLE,FLORIDA,76275,MOTOCICLETA,2013-05-02,1
HUILA,PALESTINA,41530,MOTOCICLETA,2013-05-02,1
