AÑO,CODIGO_DANE_MUNICIPIO,DEPARTAMENTO,MUNICIPIO,TIPO_VEHICULO,VEHICULOS_REGISTRADOS,VEHICULOS_HURTADOS,VEHICULOS_RECUPERADOS
1992,41524,HUILA,PALERMO,AUTOMOTOR,81.0,0.0,0.0
1992,41524,HUILA,PALERMO,MOTOCICLETA,12.0,0.0,0.0
1992,41551,HUILA,PITALITO,AUTOMOTOR,84.0,0.0,0.0
1992,41551,HUILA,PITALITO,MOTOCICLETA,342.0,0.0,0.0
1992,41615,HUILA,RIVERA,AUTOMOTOR,405.0,0.0,0.0
1992,41615,HUILA,RIVERA,MOTOCICLETA,1375.0,0.0,0.0
1992,41807,HUILA,TIMANA,AUTOMOTOR,91.0,0.0,0.0
1992,41807,HUILA,TIMANA,MOTOCICLETA,13.0,0.0,0.0
1992,44001,LA GUAJIRA,RIOHACHA,AUTOMOTOR,4.0,0.0,0.0
1992,44378,LA GUAJIRA,HATONUEVO,AUTOMOTOR,97.0,0.0,0.0
1992,44378,LA GUAJIRA,HATONUEVO,MOTOCICLETA,13.0,0.0,0.0
1992,44430,LA GUAJIRA,MAICAO,AUTOMOTOR,2.0,0.0,0.0
1992,47001,MAGDALENA,SANTA MARTA,AUTOMOTOR,597.0,0.0,0.0
1992,47001,MAGDALENA,SANTA MARTA,MOTOCICLETA,158.0,0.0,0.0
1992,47053,MAGDALENA,ARACATACA,AUTOMOTOR,1.0,0.0,0.0
1992,47053,MAGDALENA,ARACATACA,MOTOCICLETA,2.0,0.0,0.0
1992,47189,MAGDALENA,CIENAGA,AUTOMOTOR,9.0,0.0,0.0
1992,47245,MAGDALENA,EL BANCO,AUTOMOTOR,1.0,0.0,0.0
1992,47288,MAGDALENA,FUNDACION,AUTOMOTOR,5.0,0.0,0.0
1992,47555,MAGDALENA,PLATO,AUTOMOTOR,7.0,0.0,0.0
1992,47555,MAGDALENA,PLATO,MOTOCICLETA,3.0,0.0,0.0
1992,47745,MAGDALENA,SITIONUEVO,AUTOMOTOR,115.0,0.0,0.0
1992,47745,MAGDALENA,SITIONUEVO,MOTOCICLETA,211.0,0.0,0.0
1992,50001,META,VILLAVICENCIO,AUTOMOTOR,260.0,0.0,0.0
1992,50001,META,VILLAVICENCIO,MOTOCICLETA,297.0,0.0,0.0
1992,50006,META,ACACIAS,AUTOMOTOR,20.0,0.0,0.0
1992,50006,META,ACACIAS,MOTOCICLETA,1.0,0.0,0.0
1992,50010,ANTIOQUIA,MEDELLIN,AUTOMOTOR,2190.0,0.0,0.0
1992,50010,ANTIOQUIA,MEDELLIN,MOTOCICLETA,1344.0,0.0,0.0
1992,50313,META,GRANADA,AUTOMOTOR,39.0,0.0,0.0
1992,50313,META,GRANADA,MOTOCICLETA,6.0,0.0,0.0
1992,50318,META,GUAMAL,AUTOMOTOR,76.0,0.0,0.0
1992,50318,META,GUAMAL,MOTOCICLETA,4.0,0.0,0.0
1992,50340,ANTIOQUIA,ANDES,AUTOMOTOR,26.0,0.0,0.0
1992,50340,ANTIOQUIA,ANDES,MOTOCICLETA,81.0,0.0,0.0
1992,50420,ANTIOQUIA,SANTAFE DE ANTIOQUIA,AUTOMOTOR,9.0,0.0,0.0
1992,50450,META,PUERTO CONCORDIA,AUTOMOTOR,19.0,0.0,0.0
1992,50450,META,PUERTO CONCORDIA,MOTOCICLETA,443.0,0.0,0.0
1992,50573,META,PUERTO LOPEZ,AUTOMOTOR,2.0,0.0,0.0
1992,50606,META,RESTREPO,AUTOMOTOR,293.0,0.0,0.0
1992,50606,META,RESTREPO,MOTOCICLETA,586.0,0.0,0.0
1992,50790,ANTIOQUIA,BARBOSA,AUTOMOTOR,28.0,0.0,0.0
1992,50790,ANTIOQUIA,BARBOSA,MOTOCICLETA,2.0,0.0,0.0
1992,50880,ANTIOQUIA,BELLO,AUTOMOTOR,1187.0,0.0,0.0
1992,50880,ANTIOQUIA,BELLO,MOTOCICLETA,330.0,0.0,0.0
1992,51010,ANTIOQUIA,CIUDAD BOLIVAR,AUTOMOTOR,25.0,0.0,0.0
1992,51010,ANTIOQUIA,CIUDAD BOLIVAR,MOTOCICLETA,99.0,0.0,0.0
1992,51290,ANTIOQUIA,CALDAS,AUTOMOTOR,11.0,0.0,0.0
1992,51480,ANTIOQUIA,EL CARMEN DE VIBORAL,AUTOMOTOR,27.0,0.0,0.0
1992,51480,ANTIOQUIA,EL CARMEN DE VIBORAL,MOTOCICLETA,3.0,0.0,0.0
1992,51540,ANTIOQUIA,CAUCASIA,AUTOMOTOR,47.0,0.0,0.0
1992,51540,ANTIOQUIA,CAUCASIA,MOTOCICLETA,347.0,0.0,0.0
1992,51720,ANTIOQUIA,CHIGORODO,AUTOMOTOR,5.0,0.0,0.0
1992,52001,NARINO,PASTO,AUTOMOTOR,1008.0,0.0,0.0
1992,52001,NARINO,PASTO,MOTOCICLETA,541.0,0.0,0.0
1992,52022,NARINO,ALDANA,AUTOMOTOR,67.0,0.0,0.0
1992,52022,NARINO,ALDANA,MOTOCICLETA,56.0,0.0,0.0
1992,52110,NARINO,BUESACO,AUTOMOTOR,1.0,0.0,0.0
1992,52110,NARINO,BUESACO,MOTOCICLETA,1.0,0.0,0.0
1992,52120,ANTIOQUIA,COPACABANA,AUTOMOTOR,36.0,0.0,0.0
1992,52120,ANTIOQUIA,COPACABANA,MOTOCICLETA,3.0,0.0,0.0
1992,52240,NARINO,CHACHAGUI,AUTOMOTOR,2.0,0.0,0.0
1992,52317,NARINO,GUACHUCAL,AUTOMOTOR,39.0,0.0,0.0
1992,52317,NARINO,GUACHUCAL,MOTOCICLETA,1.0,0.0,0.0
1992,52354,NARINO,IMUES,AUTOMOTOR,17.0,0.0,0.0
1992,52354,NARINO,IMUES,MOTOCICLETA,1.0,0.0,0.0
1992,52356,NARINO,IPIALES,AUTOMOTOR,132.0,0.0,0.0
1992,52356,NARINO,IPIALES,MOTOCICLETA,3.0,0.0,0.0
1992,52370,ANTIOQUIA,DON MATIAS,AUTOMOTOR,8.0,0.0,0.0
1992,52370,ANTIOQUIA,DON MATIAS,MOTOCICLETA,1.0,0.0,0.0
1992,52399,NARINO,LA UNION,AUTOMOTOR,24.0,0.0,0.0
1992,52399,NARINO,LA UNION,MOTOCICLETA,3.0,0.0,0.0
1992,52480,NARINO,NARINO,AUTOMOTOR,5.0,0.0,0.0
1992,52585,NARINO,PUPIALES,AUTOMOTOR,12.0,0.0,0.0
1992,52585,NARINO,PUPIALES,MOTOCICLETA,11.0,0.0,0.0
1992,52660,ANTIOQUIA,ENVIGADO,AUTOMOTOR,586.0,0.0,0.0
1992,52660,ANTIOQUIA,ENVIGADO,MOTOCICLETA,596.0,0.0,0.0
1992,52678,NARINO,SAMANIEGO,AUTOMOTOR,5.0,0.0,0.0
1992,52678,NARINO,SAMANIEGO,MOTOCICLETA,1.0,0.0,0.0
1992,52683,NARINO,SANDONA,AUTOMOTOR,20.0,0.0,0.0
1992,52683,NARINO,SANDONA,MOTOCICLETA,7.0,0.0,0.0
1992,52788,NARINO,TANGUA,AUTOMOTOR,229.0,0.0,0.0
1992,52788,NARINO,TANGUA,MOTOCICLETA,338.0,0.0,0.0
1992,52838,NARINO,TUQUERRES,AUTOMOTOR,55.0,0.0,0.0
1992,52838,NARINO,TUQUERRES,MOTOCICLETA,3.0,0.0,0.0
1992,52840,ANTIOQUIA,FRONTINO,AUTOMOTOR,2.0,0.0,0.0
1992,52840,ANTIOQUIA,FRONTINO,MOTOCICLETA,1.0,0.0,0.0
1992,52885,NARINO,YACUANQUER,AUTOMOTOR,13.0,0.0,0.0
1992,52885,NARINO,YACUANQUER,MOTOCICLETA,1.0,0.0,0.0
1992,53080,ANTIOQUIA,GIRARDOTA,AUTOMOTOR,18.0,0.0,0.0
1992,53080,ANTIOQUIA,GIRARDOTA,MOTOCICLETA,1.0,0.0,0.0
1992,53180,ANTIOQUIA,GUARNE,AUTOMOTOR,2.0,0.0,0.0
1992,53600,ANTIOQUIA,ITAGUI,AUTOMOTOR,831.0,0.0,0.0
1992,53600,ANTIOQUIA,ITAGUI,MOTOCICLETA,462.0,0.0,0.0
1992,53760,ANTIOQUIA,LA CEJA,AUTOMOTOR,22.0,0.0,0.0
1992,53760,ANTIOQUIA,LA CEJA,MOTOCICLETA,1.0,0.0,0.0
1992,53800,ANTIOQUIA,LA ESTRELLA,AUTOMOTOR,9.0,0.0,0.0
1992,53800,ANTIOQUIA,LA ESTRELLA,MOTOCICLETA,1.0,0.0,0.0
1992,54001,NORTE DE SANTANDER,CUCUTA,AUTOMOTOR,320.0,0.0,0.0
1992,54001,NORTE DE SANTANDER,CUCUTA,MOTOCICLETA,267.0,0.0,0.0
1992,54206,NORTE DE SANTANDER,CONVENCION,AUTOMOTOR,16.0,0.0,0.0
1992,54206,NORTE DE SANTANDER,CONVENCION,MOTOCICLETA,12.0,0.0,0.0
1992,54261,NORTE DE SANTANDER,EL ZULIA,AUTOMOTOR,152.0,0.0,0.0
1992,54261,NORTE DE SANTANDER,EL ZULIA,MOTOCICLETA,1.0,0.0,0.0
1992,54400,ANTIOQUIA,MARINILLA,AUTOMOTOR,119.0,0.0,0.0
1992,54400,ANTIOQUIA,MARINILLA,MOTOCICLETA,3.0,0.0,0.0
1992,54405,NORTE DE SANTANDER,LOS PATIOS,AUTOMOTOR,57.0,0.0,0.0
1992,54405,NORTE DE SANTANDER,LOS PATIOS,MOTOCICLETA,1.0,0.0,0.0
1992,54498,NORTE DE SANTANDER,OCANA,AUTOMOTOR,243.0,0.0,0.0
1992,54498,NORTE DE SANTANDER,OCANA,MOTOCICLETA,355.0,0.0,0.0
1992,54518,NORTE DE SANTANDER,PAMPLONA,AUTOMOTOR,114.0,0.0,0.0
1992,54518,NORTE DE SANTANDER,PAMPLONA,MOTOCICLETA,12.0,0.0,0.0
1992,54874,NORTE DE SANTANDER,VILLA DEL ROSARIO,AUTOMOTOR,30.0,0.0,0.0
1992,55790,ANTIOQUIA,PUERTO BERRIO,AUTOMOTOR,8.0,0.0,0.0
1992,55790,ANTIOQUIA,PUERTO BERRIO,MOTOCICLETA,120.0,0.0,0.0
1992,55910,ANTIOQUIA,PUERTO TRIUNFO,AUTOMOTOR,1.0,0.0,0.0
1992,56150,ANTIOQUIA,RIONEGRO,AUTOMOTOR,243.0,0.0,0.0
1992,56150,ANTIOQUIA,RIONEGRO,MOTOCICLETA,405.0,0.0,0.0
1992,56310,ANTIOQUIA,SABANETA,AUTOMOTOR,100.0,0.0,0.0
1992,56310,ANTIOQUIA,SABANETA,MOTOCICLETA,19.0,0.0,0.0
1992,56560,ANTIOQUIA,SAN JERONIMO,AUTOMOTOR,177.0,0.0,0.0
1992,56560,ANTIOQUIA,SAN JERONIMO,MOTOCICLETA,420.0,0.0,0.0
1992,56860,ANTIOQUIA,SANTA ROSA DE OSOS,AUTOMOTOR,15.0,0.0,0.0
1992,56970,ANTIOQUIA,EL SANTUARIO,AUTOMOTOR,10.0,0.0,0.0
1992,56970,ANTIOQUIA,EL SANTUARIO,MOTOCICLETA,4.0,0.0,0.0
1992,57560,ANTIOQUIA,SONSON,AUTOMOTOR,10.0,0.0,0.0
1992,57560,ANTIOQUIA,SONSON,MOTOCICLETA,4.0,0.0,0.0
1992,58370,ANTIOQUIA,TURBO,AUTOMOTOR,6.0,0.0,0.0
1992,58370,ANTIOQUIA,TURBO,MOTOCICLETA,104.0,0.0,0.0
1992,58470,ANTIOQUIA,URRAO,AUTOMOTOR,6.0,0.0,0.0
1992,58470,ANTIOQUIA,URRAO,MOTOCICLETA,1.0,0.0,0.0
1992,58870,ANTIOQUIA,YARUMAL,AUTOMOTOR,28.0,0.0,0.0
1992,58870,ANTIOQUIA,YARUMAL,MOTOCICLETA,26.0,0.0,0.0
1992,63001,QUINDIO,ARMENIA,AUTOMOTOR,56.0,0.0,0.0
1992,63001,QUINDIO,ARMENIA,MOTOCICLETA,1.0,0.0,0.0
1992,63130,QUINDIO,CALARCA,AUTOMOTOR,231.0,0.0,0.0
1992,63130,QUINDIO,CALARCA,MOTOCICLETA,204.0,0.0,0.0
1992,63190,QUINDIO,CIRCASIA,AUTOMOTOR,418.0,0.0,0.0
1992,63190,QUINDIO,CIRCASIA,MOTOCICLETA,449.0,0.0,0.0
1992,63401,QUINDIO,LA TEBAIDA,AUTOMOTOR,19.0,0.0,0.0
1992,63594,QUINDIO,QUIMBAYA,AUTOMOTOR,73.0,0.0,0.0
1992,63594,QUINDIO,QUIMBAYA,MOTOCICLETA,56.0,0.0,0.0
1992,66001,RISARALDA,PEREIRA,AUTOMOTOR,1004.0,0.0,0.0
1992,66001,RISARALDA,PEREIRA,MOTOCICLETA,995.0,0.0,0.0
1992,66170,RISARALDA,DOSQUEBRADAS,AUTOMOTOR,125.0,0.0,0.0
1992,66170,RISARALDA,DOSQUEBRADAS,MOTOCICLETA,556.0,0.0,0.0
1992,66400,RISARALDA,LA VIRGINIA,AUTOMOTOR,71.0,0.0,0.0
1992,66400,RISARALDA,LA VIRGINIA,MOTOCICLETA,117.0,0.0,0.0
1992,66682,RISARALDA,SANTA ROSA DE CABAL,AUTOMOTOR,152.0,0.0,0.0
1992,66682,RISARALDA,SANTA ROSA DE CABAL,MOTOCICLETA,98.0,0.0,0.0
1992,68001,SANTANDER,BUCARAMANGA,AUTOMOTOR,2431.0,0.0,0.0
1992,68001,SANTANDER,BUCARAMANGA,MOTOCICLETA,595.0,0.0,0.0
1992,68077,SANTANDER,BARBOSA,AUTOMOTOR,92.0,0.0,0.0
1992,68077,SANTANDER,BARBOSA,MOTOCICLETA,91.0,0.0,0.0
1992,68081,SANTANDER,BARRANCABERMEJA,AUTOMOTOR,197.0,0.0,0.0
1992,68081,SANTANDER,BARRANCABERMEJA,MOTOCICLETA,571.0,0.0,0.0
1992,68167,SANTANDER,CHARALA,AUTOMOTOR,13.0,0.0,0.0
1992,68276,SANTANDER,FLORIDABLANCA,AUTOMOTOR,684.0,0.0,0.0
1992,68276,SANTANDER,FLORIDABLANCA,MOTOCICLETA,1123.0,0.0,0.0
1992,68307,SANTANDER,GIRON,AUTOMOTOR,102.0,0.0,0.0
1992,68307,SANTANDER,GIRON,MOTOCICLETA,11.0,0.0,0.0
1992,68406,SANTANDER,LEBRIJA,AUTOMOTOR,5.0,0.0,0.0
1992,68432,SANTANDER,MALAGA,AUTOMOTOR,32.0,0.0,0.0
1992,68432,SANTANDER,MALAGA,MOTOCICLETA,19.0,0.0,0.0
1992,68500,SANTANDER,OIBA,AUTOMOTOR,7.0,0.0,0.0
1992,68547,SANTANDER,PIEDECUESTA,AUTOMOTOR,35.0,0.0,0.0
1992,68547,SANTANDER,PIEDECUESTA,MOTOCICLETA,4.0,0.0,0.0
1992,68679,SANTANDER,SAN GIL,AUTOMOTOR,171.0,0.0,0.0
1992,68679,SANTANDER,SAN GIL,MOTOCICLETA,68.0,0.0,0.0
1992,68689,SANTANDER,SAN VICENTE DE CHUCURI,AUTOMOTOR,28.0,0.0,0.0
1992,68689,SANTANDER,SAN VICENTE DE CHUCURI,MOTOCICLETA,11.0,0.0,0.0
1992,68755,SANTANDER,SOCORRO,AUTOMOTOR,78.0,0.0,0.0
1992,68755,SANTANDER,SOCORRO,MOTOCICLETA,77.0,0.0,0.0
1992,68861,SANTANDER,VELEZ,AUTOMOTOR,27.0,0.0,0.0
1992,68861,SANTANDER,VELEZ,MOTOCICLETA,1.0,0.0,0.0
1992,70001,SUCRE,SINCELEJO,AUTOMOTOR,118.0,0.0,0.0
1992,70001,SUCRE,SINCELEJO,MOTOCICLETA,4.0,0.0,0.0
1992,70215,SUCRE,COROZAL,AUTOMOTOR,110.0,0.0,0.0
1992,70215,SUCRE,COROZAL,MOTOCICLETA,48.0,0.0,0.0
1992,70670,SUCRE,SAMPUES,AUTOMOTOR,94.0,0.0,0.0
1992,70670,SUCRE,SAMPUES,MOTOCICLETA,166.0,0.0,0.0
1992,73001,TOLIMA,IBAGUE,AUTOMOTOR,602.0,0.0,0.0
1992,73001,TOLIMA,IBAGUE,MOTOCICLETA,248.0,0.0,0.0
1992,73026,TOLIMA,ALVARADO,AUTOMOTOR,132.0,0.0,0.0
1992,73026,TOLIMA,ALVARADO,MOTOCICLETA,178.0,0.0,0.0
1992,73055,TOLIMA,ARMERO,AUTOMOTOR,150.0,0.0,0.0
1992,73055,TOLIMA,ARMERO,MOTOCICLETA,310.0,0.0,0.0
1992,73168,TOLIMA,CHAPARRAL,AUTOMOTOR,16.0,0.0,0.0
1992,73168,TOLIMA,CHAPARRAL,MOTOCICLETA,45.0,0.0,0.0
1992,73268,TOLIMA,ESPINAL,AUTOMOTOR,26.0,0.0,0.0
1992,73268,TOLIMA,ESPINAL,MOTOCICLETA,9.0,0.0,0.0
1992,73283,TOLIMA,FRESNO,AUTOMOTOR,41.0,0.0,0.0
1992,73319,TOLIMA,GUAMO,AUTOMOTOR,223.0,0.0,0.0
1992,73319,TOLIMA,GUAMO,MOTOCICLETA,461.0,0.0,0.0
1992,73349,TOLIMA,HONDA,AUTOMOTOR,21.0,0.0,0.0
1992,73349,TOLIMA,HONDA,MOTOCICLETA,1.0,0.0,0.0
1992,73411,TOLIMA,LIBANO,AUTOMOTOR,25.0,0.0,0.0
1992,73411,TOLIMA,LIBANO,MOTOCICLETA,13.0,0.0,0.0
1992,73443,TOLIMA,SAN SEBASTIAN DE MARIQUITA,AUTOMOTOR,18.0,0.0,0.0
1992,73443,TOLIMA,SAN SEBASTIAN DE MARIQUITA,MOTOCICLETA,1.0,0.0,0.0
1992,73449,TOLIMA,MELGAR,AUTOMOTOR,34.0,0.0,0.0
1992,73449,TOLIMA,MELGAR,MOTOCICLETA,114.0,0.0,0.0
1992,73504,TOLIMA,ORTEGA,AUTOMOTOR,7.0,0.0,0.0
1992,73504,TOLIMA,ORTEGA,MOTOCICLETA,51.0,0.0,0.0
1992,73555,TOLIMA,PLANADAS,AUTOMOTOR,1.0,0.0,0.0
1992,73585,TOLIMA,PURIFICACION,AUTOMOTOR,26.0,0.0,0.0
1992,73585,TOLIMA,PURIFICACION,MOTOCICLETA,115.0,0.0,0.0
1992,76001,VALLE DEL CAUCA,CALI,AUTOMOTOR,5739.0,0.0,0.0
1992,76001,VALLE DEL CAUCA,CALI,MOTOCICLETA,3590.0,0.0,0.0
1992,76036,VALLE DEL CAUCA,ANDALUCIA,AUTOMOTOR,96.0,0.0,0.0
1992,76036,VALLE DEL CAUCA,ANDALUCIA,MOTOCICLETA,3.0,0.0,0.0
1992,76109,VALLE DEL CAUCA,BUENAVENTURA,AUTOMOTOR,102.0,0.0,0.0
1992,76109,VALLE DEL CAUCA,BUENAVENTURA,MOTOCICLETA,494.0,0.0,0.0
1992,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,AUTOMOTOR,203.0,0.0,0.0
1992,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,MOTOCICLETA,942.0,0.0,0.0
1992,76122,VALLE DEL CAUCA,CAICEDONIA,AUTOMOTOR,54.0,0.0,0.0
1992,76122,VALLE DEL CAUCA,CAICEDONIA,MOTOCICLETA,42.0,0.0,0.0
1992,76130,VALLE DEL CAUCA,CANDELARIA,AUTOMOTOR,92.0,0.0,0.0
1992,76130,VALLE DEL CAUCA,CANDELARIA,MOTOCICLETA,293.0,0.0,0.0
1992,76147,VALLE DEL CAUCA,CARTAGO,AUTOMOTOR,154.0,0.0,0.0
1992,76147,VALLE DEL CAUCA,CARTAGO,MOTOCICLETA,596.0,0.0,0.0
1992,76233,VALLE DEL CAUCA,DAGUA,AUTOMOTOR,1.0,0.0,0.0
1992,76248,VALLE DEL CAUCA,EL CERRITO,AUTOMOTOR,24.0,0.0,0.0
1992,76248,VALLE DEL CAUCA,EL CERRITO,MOTOCICLETA,1.0,0.0,0.0
1992,76275,VALLE DEL CAUCA,FLORIDA,AUTOMOTOR,162.0,0.0,0.0
1992,76275,VALLE DEL CAUCA,FLORIDA,MOTOCICLETA,670.0,0.0,0.0
1992,76306,VALLE DEL CAUCA,GINEBRA,AUTOMOTOR,4.0,0.0,0.0
1992,76306,VALLE DEL CAUCA,GINEBRA,MOTOCICLETA,1.0,0.0,0.0
1992,76318,VALLE DEL CAUCA,GUACARI,AUTOMOTOR,56.0,0.0,0.0
1992,76318,VALLE DEL CAUCA,GUACARI,MOTOCICLETA,13.0,0.0,0.0
1992,76364,VALLE DEL CAUCA,JAMUNDI,AUTOMOTOR,71.0,0.0,0.0
1992,76364,VALLE DEL CAUCA,JAMUNDI,MOTOCICLETA,345.0,0.0,0.0
1992,76400,VALLE DEL CAUCA,LA UNION,AUTOMOTOR,40.0,0.0,0.0
1992,76400,VALLE DEL CAUCA,LA UNION,MOTOCICLETA,4.0,0.0,0.0
1992,76520,VALLE DEL CAUCA,PALMIRA,AUTOMOTOR,444.0,0.0,0.0
1992,76520,VALLE DEL CAUCA,PALMIRA,MOTOCICLETA,1022.0,0.0,0.0
1992,76563,VALLE DEL CAUCA,PRADERA,AUTOMOTOR,25.0,0.0,0.0
1992,76563,VALLE DEL CAUCA,PRADERA,MOTOCICLETA,1.0,0.0,0.0
1992,76622,VALLE DEL CAUCA,ROLDANILLO,AUTOMOTOR,94.0,0.0,0.0
1992,76622,VALLE DEL CAUCA,ROLDANILLO,MOTOCICLETA,373.0,0.0,0.0
1992,76736,VALLE DEL CAUCA,SEVILLA,AUTOMOTOR,43.0,0.0,0.0
1992,76736,VALLE DEL CAUCA,SEVILLA,MOTOCICLETA,75.0,0.0,0.0
1992,76834,VALLE DEL CAUCA,TULUA,AUTOMOTOR,268.0,0.0,0.0
1992,76834,VALLE DEL CAUCA,TULUA,MOTOCICLETA,988.0,0.0,0.0
1992,76890,VALLE DEL CAUCA,YOTOCO,AUTOMOTOR,6.0,0.0,0.0
1992,76892,VALLE DEL CAUCA,YUMBO,AUTOMOTOR,68.0,0.0,0.0
1992,76892,VALLE DEL CAUCA,YUMBO,MOTOCICLETA,452.0,0.0,0.0
1992,76895,VALLE DEL CAUCA,ZARZAL,AUTOMOTOR,49.0,0.0,0.0
1992,76895,VALLE DEL CAUCA,ZARZAL,MOTOCICLETA,152.0,0.0,0.0
1992,80010,ATLANTICO,BARRANQUILLA,AUTOMOTOR,1137.0,0.0,0.0
1992,80010,ATLANTICO,BARRANQUILLA,MOTOCICLETA,333.0,0.0,0.0
1992,80780,ATLANTICO,BARANOA,AUTOMOTOR,131.0,0.0,0.0
1992,80780,ATLANTICO,BARANOA,MOTOCICLETA,240.0,0.0,0.0
1992,81001,ARAUCA,ARAUCA,AUTOMOTOR,82.0,0.0,0.0
1992,81001,ARAUCA,ARAUCA,MOTOCICLETA,214.0,0.0,0.0
1992,81736,ARAUCA,SARAVENA,AUTOMOTOR,1.0,0.0,0.0
1992,81736,ARAUCA,SARAVENA,MOTOCICLETA,6.0,0.0,0.0
1992,81794,ARAUCA,TAME,AUTOMOTOR,7.0,0.0,0.0
1992,82960,ATLANTICO,GALAPA,AUTOMOTOR,1.0,0.0,0.0
1992,82960,ATLANTICO,GALAPA,MOTOCICLETA,1.0,0.0,0.0
1992,84330,ATLANTICO,MALAMBO,AUTOMOTOR,1.0,0.0,0.0
1992,85001,CASANARE,YOPAL,AUTOMOTOR,39.0,0.0,0.0
1992,85001,CASANARE,YOPAL,MOTOCICLETA,1.0,0.0,0.0
1992,85010,CASANARE,AGUAZUL,AUTOMOTOR,70.0,0.0,0.0
1992,85010,CASANARE,AGUAZUL,MOTOCICLETA,315.0,0.0,0.0
1992,85730,ATLANTICO,PUERTO COLOMBIA,AUTOMOTOR,21.0,0.0,0.0
1992,86001,PUTUMAYO,MOCOA,AUTOMOTOR,10.0,0.0,0.0
1992,86320,PUTUMAYO,ORITO,AUTOMOTOR,5.0,0.0,0.0
1992,86340,ATLANTICO,SABANAGRANDE,AUTOMOTOR,1.0,0.0,0.0
1992,86568,PUTUMAYO,PUERTO ASIS,AUTOMOTOR,13.0,0.0,0.0
1992,86568,PUTUMAYO,PUERTO ASIS,MOTOCICLETA,252.0,0.0,0.0
1992,86865,PUTUMAYO,VALLE DEL GUAMUEZ,AUTOMOTOR,3.0,0.0,0.0
1992,86885,PUTUMAYO,VILLAGARZON,AUTOMOTOR,8.0,0.0,0.0
1992,86885,PUTUMAYO,VILLAGARZON,MOTOCICLETA,114.0,0.0,0.0
1992,87580,ATLANTICO,SOLEDAD,AUTOMOTOR,82.0,0.0,0.0
1992,87580,ATLANTICO,SOLEDAD,MOTOCICLETA,23.0,0.0,0.0
1992,91001,AMAZONAS,LETICIA,AUTOMOTOR,2.0,0.0,0.0
1992,91001,AMAZONAS,LETICIA,MOTOCICLETA,4.0,0.0,0.0
1992,94001,GUAINIA,INIRIDA,MOTOCICLETA,37.0,0.0,0.0
1992,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,AUTOMOTOR,18.0,0.0,0.0
1992,95001,GUAVIARE,SAN JOSE DEL GUAVIARE,MOTOCICLETA,12.0,0.0,0.0
1992,99001,VICHADA,PUERTO CARRENO,AUTOMOTOR,1.0,0.0,0.0
1992,99001,VICHADA,PUERTO CARRENO,MOTOCICLETA,6.0,0.0,0.0
1993,00000,ANTIOQUIA,MEDELLIN,AUTOMOTOR,4810.0,0.0,0.0
1993,00000,ANTIOQUIA,MEDELLIN,MOTOCICLETA,2306.0,0.0,0.0
1993,05001,ANTIOQUIA,MEDELLIN,AUTOMOTOR,4810.0,0.0,0.0
1993,05001,ANTIOQUIA,MEDELLIN,MOTOCICLETA,2306.0,0.0,0.0
1993,05031,ANTIOQUIA,AMALFI,AUTOMOTOR,4.0,0.0,0.0
1993,05034,ANTIOQUIA,ANDES,AUTOMOTOR,28.0,0.0,0.0
1993,05034,ANTIOQUIA,ANDES,MOTOCICLETA,124.0,0.0,0.0
1993,05045,ANTIOQUIA,APARTADO,AUTOMOTOR,27.0,0.0,0.0
1993,05045,ANTIOQUIA,APARTADO,MOTOCICLETA,694.0,0.0,0.0
1993,05079,ANTIOQUIA,BARBOSA,AUTOMOTOR,59.0,0.0,0.0
1993,05079,ANTIOQUIA,BARBOSA,MOTOCICLETA,1.0,0.0,0.0
1993,05088,ANTIOQUIA,BELLO,AUTOMOTOR,1974.0,0.0,0.0
1993,05088,ANTIOQUIA,BELLO,MOTOCICLETA,1375.0,0.0,0.0
1993,05101,ANTIOQUIA,CIUDAD BOLIVAR,AUTOMOTOR,44.0,0.0,0.0
1993,05101,ANTIOQUIA,CIUDAD BOLIVAR,MOTOCICLETA,182.0,0.0,0.0
1993,05129,ANTIOQUIA,CALDAS,AUTOMOTOR,14.0,0.0,0.0
1993,05129,ANTIOQUIA,CALDAS,MOTOCICLETA,1.0,0.0,0.0
1993,05147,ANTIOQUIA,CAREPA,AUTOMOTOR,2.0,0.0,0.0
1993,05148,ANTIOQUIA,EL CARMEN DE VIBORAL,AUTOMOTOR,43.0,0.0,0.0
1993,05148,ANTIOQUIA,EL CARMEN DE VIBORAL,MOTOCICLETA,1.0,0.0,0.0
1993,05154,ANTIOQUIA,CAUCASIA,AUTOMOTOR,77.0,0.0,0.0
1993,05154,ANTIOQUIA,CAUCASIA,MOTOCICLETA,590.0,0.0,0.0
1993,05172,ANTIOQUIA,CHIGORODO,AUTOMOTOR,5.0,0.0,0.0
1993,05212,ANTIOQUIA,COPACABANA,AUTOMOTOR,56.0,0.0,0.0
1993,05212,ANTIOQUIA,COPACABANA,MOTOCICLETA,5.0,0.0,0.0
1993,05266,ANTIOQUIA,ENVIGADO,AUTOMOTOR,1148.0,0.0,0.0
1993,05266,ANTIOQUIA,ENVIGADO,MOTOCICLETA,607.0,0.0,0.0
1993,05284,ANTIOQUIA,FRONTINO,AUTOMOTOR,1.0,0.0,0.0
