DEPARTAMENTO,MUNICIPIO,CODIGO DANE,CLASE BIEN,FECHA HECHO,CANTIDAD,TIPO_VEHICULO,AÑO,CODIGO_DANE_MUNICIPIO
CORDOBA,MONTELIBANO,23466,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,23466
MAGDALENA,SALAMINA,47675,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,47675
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,13001
GUAJIRA,RIOHACHA (CT),44001,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,44001
MAGDALENA,PIVIJAY,47551,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,47551
VALLE,PALMIRA,76520,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,76520
NARINO,TUQUERRES,52838,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,52838
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,68001
ANTIOQUIA,RIONEGRO,56150,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,56150
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,76001
CORDOBA,CERETE,23162,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,23162
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,23001
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,27001
ANTIOQUIA,CACERES,51200,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,51200
CAUCA,MIRANDA,19455,MOTOCICLETA,2010-12-15,1,MOTOCICLETA,2010,19455
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-15,1,AUTOMOTOR,2010,76001
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2010-12-15,1,AUTOMOTOR,2010,50010
CESAR,VALLEDUPAR (CT),20001,CAMIONETA,2010-12-15,1,AUTOMOTOR,2010,20001
CUNDINAMARCA,MOSQUERA,25473,AUTOMOVIL,2010-12-15,1,AUTOMOTOR,2010,25473
ANTIOQUIA,COPACABANA,52120,CAMIONETA,2010-12-15,1,AUTOMOTOR,2010,52120
ANTIOQUIA,MEDELLIN (CT),50010,CAMION,2010-12-15,1,AUTOMOTOR,2010,50010
VALLE,CANDELARIA,76130,AUTOMOVIL,2010-12-15,1,AUTOMOTOR,2010,76130
VALLE,TULUA,76834,TRACTOMULA,2010-12-15,1,AUTOMOTOR,2010,76834
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2010-12-15,1,AUTOMOTOR,2010,11001
ARAUCA,ARAUCA (CT),81001,CAMIONETA,2010-12-15,1,AUTOMOTOR,2010,81001
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,27001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,50010
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,76001
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,68001
GUAVIARE,SAN JOSE DEL GUAVIARE (CT),95001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,95001
CASANARE,YOPAL (CT),85001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,85001
CESAR,LA PAZ,20621,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,20621
GUAJIRA,RIOHACHA (CT),44001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,44001
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,13001
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,80010
NARINO,SANDONA,52683,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,52683
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,19001
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,50001
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2010-12-16,1,MOTOCICLETA,2010,66001
ANTIOQUIA,MEDELLIN (CT),50010,CAMION,2010-12-16,1,AUTOMOTOR,2010,50010
VALLE,CALI (CT),76001,CAMPERO,2010-12-16,1,AUTOMOTOR,2010,76001
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2010-12-16,1,AUTOMOTOR,2010,50010
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2010-12-16,1,AUTOMOTOR,2010,50010
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-16,1,AUTOMOTOR,2010,50010
BOLIVAR,CARTAGENA (CT),13001,BUS,2010-12-16,1,AUTOMOTOR,2010,13001
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2010-12-16,1,AUTOMOTOR,2010,11001
SANTANDER,BUCARAMANGA (CT),68001,CAMPERO,2010-12-16,1,AUTOMOTOR,2010,68001
BOYACA,CHITARAQUE,15185,CAMIONETA,2010-12-16,1,AUTOMOTOR,2010,15185
ANTIOQUIA,YARUMAL,58870,AUTOMOVIL,2010-12-16,1,AUTOMOTOR,2010,58870
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2010-12-16,1,AUTOMOTOR,2010,80010
ANTIOQUIA,MEDELLIN (CT),50010,CAMPERO,2010-12-16,1,AUTOMOTOR,2010,50010
VALLE,PALMIRA,76520,VOLQUETA,2010-12-16,1,AUTOMOTOR,2010,76520
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-16,1,AUTOMOTOR,2010,76001
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2010-12-16,1,AUTOMOTOR,2010,11001
ARAUCA,ARAUQUITA,81065,CAMIONETA,2010-12-16,1,AUTOMOTOR,2010,81065
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2010-12-16,1,AUTOMOTOR,2010,11001
TOLIMA,MARIQUITA,73443,CAMION,2010-12-16,1,AUTOMOTOR,2010,73443
MAGDALENA,SITIONUEVO,47745,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,47745
CALDAS,MANIZALES (CT),17001,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,17001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,50010
ARAUCA,ARAUCA (CT),81001,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,81001
PUTUMAYO,PUERTO ASIS,86568,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,86568
ANTIOQUIA,NECHI,54950,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,54950
GUAJIRA,URUMITA,44855,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,44855
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,19001
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,11001
ANTIOQUIA,BARBOSA,50790,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,50790
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,52001
META,ACACIAS,50006,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,50006
MAGDALENA,PIVIJAY,47551,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,47551
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-17,1,MOTOCICLETA,2010,76001
RISARALDA,PEREIRA (CT),66001,VEHICULO PANEL,2010-12-17,1,AUTOMOTOR,2010,66001
CALDAS,MANIZALES (CT),17001,CAMPERO,2010-12-17,1,AUTOMOTOR,2010,17001
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2010-12-17,1,AUTOMOTOR,2010,80010
NARINO,IPIALES,52356,AUTOMOVIL,2010-12-17,1,AUTOMOTOR,2010,52356
CUNDINAMARCA,SAN JUAN DE RIO SECO,25662,CAMION,2010-12-17,1,AUTOMOTOR,2010,25662
CALDAS,MANIZALES (CT),17001,CAMIONETA,2010-12-17,1,AUTOMOTOR,2010,17001
CALDAS,MANIZALES (CT),17001,CAMION,2010-12-17,1,AUTOMOTOR,2010,17001
ANTIOQUIA,BARBOSA,50790,CAMIONETA,2010-12-17,1,AUTOMOTOR,2010,50790
META,VILLAVICENCIO (CT),50001,CAMION,2010-12-17,1,AUTOMOTOR,2010,50001
ANTIOQUIA,BELLO,50880,CAMIONETA,2010-12-17,1,AUTOMOTOR,2010,50880
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,80010
PUTUMAYO,SAN FRANCISCO,86755,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,86755
RISARALDA,DOSQUEBRADAS,66170,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,66170
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,76001
GUAJIRA,MAICAO,44430,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,44430
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,50010
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,66001
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,11001
ATLANTICO,BARANOA,80780,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,80780
CASANARE,YOPAL (CT),85001,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,85001
NARINO,SAN ANDRES DE TUMACO,52835,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,52835
GUAJIRA,RIOHACHA (CT),44001,MOTOCICLETA,2010-12-18,1,MOTOCICLETA,2010,44001
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-18,1,AUTOMOTOR,2010,50010
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-18,1,AUTOMOTOR,2010,76001
NARINO,IPIALES,52356,AUTOMOVIL,2010-12-18,1,AUTOMOTOR,2010,52356
ANTIOQUIA,LA ESTRELLA,53800,CAMIONETA,2010-12-18,1,AUTOMOTOR,2010,53800
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2010-12-18,1,AUTOMOTOR,2010,11001
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2010-12-18,1,AUTOMOTOR,2010,11001
BOYACA,SAMACA,15646,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,15646
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,80010
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,50010
CAUCA,PUERTO TEJADA,19573,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,19573
NARINO,TAMINANGO,52786,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,52786
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,19001
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,76001
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2010-12-19,1,MOTOCICLETA,2010,27001
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-19,1,AUTOMOTOR,2010,76001
BOYACA,NOBSA,15491,CAMPERO,2010-12-19,1,AUTOMOTOR,2010,15491
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2010-12-19,1,AUTOMOTOR,2010,50010
ANTIOQUIA,ITAGUI,53600,AUTOMOVIL,2010-12-19,1,AUTOMOTOR,2010,53600
SANTANDER,BUCARAMANGA (CT),68001,CAMION,2010-12-19,1,AUTOMOTOR,2010,68001
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2010-12-19,1,AUTOMOTOR,2010,11001
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-19,1,AUTOMOTOR,2010,50010
SANTANDER,SAN GIL,68679,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,68679
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,76001
VALLE,TULUA,76834,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,76834
HUILA,RIVERA,41615,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,41615
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,50010
MAGDALENA,CIENAGA,47189,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,47189
PUTUMAYO,VALLE DEL GUAMUEZ,86865,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,86865
BOYACA,SAMACA,15646,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,15646
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,52001
SUCRE,SINCELEJO (CT),70001,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,70001
MAGDALENA,PIVIJAY,47551,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,47551
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,68001
RISARALDA,DOSQUEBRADAS,66170,MOTOCICLETA,2010-12-20,1,MOTOCICLETA,2010,66170
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-20,1,AUTOMOTOR,2010,50010
VALLE,YUMBO,25645,AUTOMOVIL,2010-12-20,1,AUTOMOTOR,2010,25645
CUNDINAMARCA,SOACHA,25754,AUTOMOVIL,2010-12-20,1,AUTOMOTOR,2010,25754
SANTANDER,BUCARAMANGA (CT),68001,CAMION,2010-12-20,1,AUTOMOTOR,2010,68001
CALDAS,MANIZALES (CT),17001,CAMIONETA,2010-12-20,1,AUTOMOTOR,2010,17001
BOLIVAR,CARTAGENA (CT),13001,AUTOMOVIL,2010-12-20,1,AUTOMOTOR,2010,13001
BOYACA,PUERTO BOYACA,15572,CAMIONETA,2010-12-20,1,AUTOMOTOR,2010,15572
GUAJIRA,MAICAO,44430,AUTOMOVIL,2010-12-20,1,AUTOMOTOR,2010,44430
VALLE,JAMUNDI,76364,CAMIONETA,2010-12-20,1,AUTOMOTOR,2010,76364
ANTIOQUIA,BELLO,50880,TAXI,2010-12-20,1,AUTOMOTOR,2010,50880
BOGOTA,BOGOTA D.C. (CT),11001,BUSETA,2010-12-20,1,AUTOMOTOR,2010,11001
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2010-12-20,1,AUTOMOTOR,2010,50010
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-20,1,AUTOMOTOR,2010,76001
SUCRE,SINCELEJO (CT),70001,AUTOMOVIL,2010-12-20,1,AUTOMOTOR,2010,70001
VALLE,CALI (CT),76001,CAMPERO,2010-12-20,1,AUTOMOTOR,2010,76001
PUTUMAYO,VALLE DEL GUAMUEZ,86865,CAMION,2010-12-20,1,AUTOMOTOR,2010,86865
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,50880
BOYACA,TUNJA (CT),15001,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,15001
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,52001
ANTIOQUIA,BARBOSA,50790,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,50790
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,50010
CESAR,LA PAZ,20621,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,20621
SUCRE,GALERAS,70235,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,70235
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,76001
META,VISTAHERMOSA,50711,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,50711
HUILA,OPORAPA,41503,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,41503
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-21,1,MOTOCICLETA,2010,68001
MAGDALENA,SANTA MARTA (CT),47001,TRACTO CAMION,2010-12-21,1,AUTOMOTOR,2010,47001
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,50010
QUINDIO,CIRCASIA,63190,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,63190
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,76001
VALLE,JAMUNDI,76364,CAMIONETA,2010-12-21,1,AUTOMOTOR,2010,76364
ANTIOQUIA,GIRARDOTA,53080,CAMION,2010-12-21,1,AUTOMOTOR,2010,53080
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2010-12-21,1,AUTOMOTOR,2010,50010
ANTIOQUIA,ITAGUI,53600,VOLQUETA,2010-12-21,1,AUTOMOTOR,2010,53600
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,11001
MAGDALENA,ARIGUANI,47058,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,47058
ANTIOQUIA,CALDAS,51290,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,51290
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-21,1,AUTOMOTOR,2010,50010
ANTIOQUIA,ITAGUI,53600,TAXI,2010-12-21,1,AUTOMOTOR,2010,53600
NARINO,GUACHUCAL,52317,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,52317
ANTIOQUIA,BELLO,50880,AUTOMOVIL,2010-12-21,1,AUTOMOTOR,2010,50880
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,52001
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,11001
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,54001
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,50880
SUCRE,SAN LUIS DE SINCE,70742,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,70742
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,76001
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,19001
CASANARE,YOPAL (CT),85001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,85001
MAGDALENA,SANTA MARTA (CT),47001,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,47001
NARINO,GUACHUCAL,52317,MOTOCICLETA,2010-12-22,1,MOTOCICLETA,2010,52317
ANTIOQUIA,ITAGUI,53600,CAMION,2010-12-22,1,AUTOMOTOR,2010,53600
SANTANDER,BUCARAMANGA (CT),68001,CAMION,2010-12-22,1,AUTOMOTOR,2010,68001
CORDOBA,PLANETA RICA,23555,CAMION,2010-12-22,1,AUTOMOTOR,2010,23555
CORDOBA,MONTERIA (CT),23001,AUTOMOVIL,2010-12-22,1,AUTOMOTOR,2010,23001
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2010-12-22,1,AUTOMOTOR,2010,54001
NORTE DE SANTANDER,CUCUTA (CT),54001,VOLQUETA,2010-12-22,1,AUTOMOTOR,2010,54001
ANTIOQUIA,MEDELLIN (CT),50010,CAMION,2010-12-22,1,AUTOMOTOR,2010,50010
MAGDALENA,SANTA MARTA (CT),47001,BUSETA,2010-12-22,1,AUTOMOTOR,2010,47001
META,VILLAVICENCIO (CT),50001,CAMIONETA,2010-12-22,1,AUTOMOTOR,2010,50001
ANTIOQUIA,ARBOLETES,50510,CAMION,2010-12-22,1,AUTOMOTOR,2010,50510
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2010-12-22,1,AUTOMOTOR,2010,50010
CORDOBA,SAHAGUN,23660,AUTOMOVIL,2010-12-22,1,AUTOMOTOR,2010,23660
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,20001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,50010
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,52001
SANTANDER,FLORIDABLANCA,68276,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,68276
ATLANTICO,SABANALARGA,86380,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,86380
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,73001
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,68001
CORDOBA,TUCHIN,23815,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,23815
CORDOBA,CERETE,23162,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,23162
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,23001
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,13001
SANTANDER,GIRON,68307,MOTOCICLETA,2010-12-23,1,MOTOCICLETA,2010,68307
CESAR,VALLEDUPAR (CT),20001,AUTOMOVIL,2010-12-23,1,AUTOMOTOR,2010,20001
SANTANDER,BUCARAMANGA (CT),68001,AUTOMOVIL,2010-12-23,1,AUTOMOTOR,2010,68001
VALLE,CALI (CT),76001,AUTOMOVIL,2010-12-23,1,AUTOMOTOR,2010,76001
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-23,1,AUTOMOTOR,2010,50010
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2010-12-23,1,AUTOMOTOR,2010,11001
ANTIOQUIA,BELLO,50880,CAMION,2010-12-23,1,AUTOMOTOR,2010,50880
ANTIOQUIA,ITAGUI,53600,TAXI,2010-12-23,1,AUTOMOTOR,2010,53600
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2010-12-23,1,AUTOMOTOR,2010,50010
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2010-12-23,1,AUTOMOTOR,2010,11001
VALLE,CALI (CT),76001,CAMIONETA,2010-12-23,1,AUTOMOTOR,2010,76001
SANTANDER,BUCARAMANGA (CT),68001,CAMIONETA,2010-12-23,1,AUTOMOTOR,2010,68001
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,68001
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,20001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,50010
CALDAS,LA DORADA,17380,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,17380
HUILA,ACEVEDO,41006,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,41006
VALLE,TULUA,76834,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,76834
NARINO,IPIALES,52356,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,52356
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-24,1,MOTOCICLETA,2010,52001
MAGDALENA,CIENAGA,47189,CAMION,2010-12-24,1,AUTOMOTOR,2010,47189
VALLE,PALMIRA,76520,AUTOMOVIL,2010-12-24,1,AUTOMOTOR,2010,76520
CUNDINAMARCA,TABIO,25785,AUTOMOVIL,2010-12-24,1,AUTOMOTOR,2010,25785
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2010-12-24,1,AUTOMOTOR,2010,80010
ANTIOQUIA,ITAGUI,53600,CAMION,2010-12-24,1,AUTOMOTOR,2010,53600
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-25,1,MOTOCICLETA,2010,76001
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2010-12-25,1,MOTOCICLETA,2010,20001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-25,1,MOTOCICLETA,2010,50010
SUCRE,SINCELEJO (CT),70001,MOTOCICLETA,2010-12-25,1,MOTOCICLETA,2010,70001
ANTIOQUIA,GUARNE,53180,AUTOMOVIL,2010-12-25,1,AUTOMOTOR,2010,53180
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2010-12-25,1,AUTOMOTOR,2010,11001
BOGOTA,BOGOTA D.C. (CT),11001,TAXI,2010-12-25,1,AUTOMOTOR,2010,11001
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2010-12-25,1,AUTOMOTOR,2010,50010
NARINO,PASTO (CT),52001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,52001
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,50001
META,ACACIAS,50006,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,50006
SANTANDER,BUCARAMANGA (CT),68001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,68001
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,11001
VALLE,CALI (CT),76001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,76001
CAUCA,CALDONO,19137,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,19137
CAUCA,TORIBIO,19821,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,19821
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,27001
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,54001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2010-12-26,1,MOTOCICLETA,2010,50010
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2010-12-26,1,AUTOMOTOR,2010,50010
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2010-12-26,1,AUTOMOTOR,2010,11001
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2010-12-26,1,AUTOMOTOR,2010,50010
NARINO,TUQUERRES,52838,AUTOMOVIL,2010-12-26,1,AUTOMOTOR,2010,52838
BOGOTA,BOGOTA D.C. (CT),11001,CAMPERO,2010-12-26,1,AUTOMOTOR,2010,11001
BOGOTA,BOGOTA D.C. (CT),11001,CAMIONETA,2010-12-26,1,AUTOMOTOR,2010,11001
SANTANDER,VELEZ,68861,CAMIONETA,2010-12-26,1,AUTOMOTOR,2010,68861
CORDOBA,CERETE,23162,AUTOMOVIL,2010-12-26,1,AUTOMOTOR,2010,23162
VALLE,TULUA,76834,CAMION,2010-12-26,1,AUTOMOTOR,2010,76834
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2010-12-27,1,MOTOCICLETA,2010,19001
PUTUMAYO,SAN MIGUEL,86757,MOTOCICLETA,2010-12-27,1,MOTOCICLETA,2010,86757
SANTANDER,GIRON,68307,MOTOCICLETA,2010-12-27,1,MOTOCICLETA,2010,68307
