DEPARTAMENTO,MUNICIPIO,CODIGO DANE,CLASE BIEN,FECHA HECHO,CANTIDAD,TIPO_VEHICULO,AÑO,CODIGO_DANE_MUNICIPIO
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,54001
NORTE DE SANTANDER,LOS PATIOS,54405,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,54405
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,20001
CUNDINAMARCA,VILLETA,25875,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,25875
BOLIVAR,EL CARMEN DE BOLIVAR,13244,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,13244
HUILA,PITALITO,41551,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,41551
BOLIVAR,SANTA ROSA DEL SUR,13688,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,13688
HUILA,PITALITO,41551,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,41551
ANTIOQUIA,APARTADO,50450,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,50450
MAGDALENA,CIENAGA,47189,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,47189
NORTE DE SANTANDER,OCANA,54498,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,54498
TOLIMA,LIBANO,73411,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,73411
ANTIOQUIA,GUADALUPE,53150,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,53150
ANTIOQUIA,SANTA ROSA DE OSOS,56860,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,56860
HUILA,CAMPOALEGRE,41132,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,41132
SANTANDER,FLORIDABLANCA,68276,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,68276
VALLE,CALI (CT),76001,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,76001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,50010
PUTUMAYO,PUERTO CAICEDO,86569,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,86569
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,11001
META,RESTREPO,50606,MOTOCICLETA,2018-01-08,1,MOTOCICLETA,2018,50606
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2018-01-08,1,AUTOMOTOR,2018,11001
VALLE,CALI (CT),76001,AUTOMOVIL,2018-01-08,1,AUTOMOTOR,2018,76001
RISARALDA,PEREIRA (CT),66001,AUTOMOVIL,2018-01-08,1,AUTOMOTOR,2018,66001
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2018-01-08,1,AUTOMOTOR,2018,50010
ANTIOQUIA,MEDELLIN (CT),50010,TAXI,2018-01-08,1,AUTOMOTOR,2018,50010
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2018-01-08,1,AUTOMOTOR,2018,19001
BOGOTA,BOGOTA D.C. (CT),11001,CAMPERO,2018-01-08,1,AUTOMOTOR,2018,11001
CUNDINAMARCA,SOACHA,25754,AUTOMOVIL,2018-01-08,1,AUTOMOTOR,2018,25754
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,54001
NORTE DE SANTANDER,TIBU,54810,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,54810
NARINO,LA CRUZ,52378,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,52378
CUNDINAMARCA,EL COLEGIO,25245,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,25245
BOLIVAR,MAGANGUE,13430,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,13430
ANTIOQUIA,SEGOVIA,57360,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,57360
VALLE,CALI (CT),76001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,76001
NORTE DE SANTANDER,OCANA,54498,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,54498
CUNDINAMARCA,VILLETA,25875,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,25875
GUAJIRA,SAN JUAN DEL CESAR,44650,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,44650
META,PUERTO GAITAN,50568,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,50568
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,19001
HUILA,PITALITO,41551,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,41551
META,ACACIAS,50006,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,50006
HUILA,LA PLATA,41396,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,41396
TOLIMA,LIBANO,73411,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,73411
VALLE,SAN PEDRO,76670,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,76670
CORDOBA,CIENAGA DE ORO,23189,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,23189
MAGDALENA,CHIVOLO,47170,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,47170
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,25843,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,25843
META,VISTAHERMOSA,50711,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,50711
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,27001
BOLIVAR,ARJONA,13052,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,13052
NARINO,BELEN,52083,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,52083
BOLIVAR,SANTA ROSA DEL SUR,13688,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,13688
BOLIVAR,CARTAGENA (CT),13001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,13001
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,20001
CORDOBA,PLANETA RICA,23555,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,23555
QUINDIO,ARMENIA (CT),63001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,63001
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,11001
ANTIOQUIA,CAUCASIA,51540,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,51540
CAUCA,MERCADERES,19450,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,19450
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,50001
CAUCA,PUERTO TEJADA,19573,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,19573
ATLANTICO,PUERTO COLOMBIA,85730,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,85730
NARINO,IPIALES,52356,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,52356
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2018-01-09,1,MOTOCICLETA,2018,80010
CESAR,AGUSTIN CODAZZI,20013,CAMION,2018-01-09,1,AUTOMOTOR,2018,20013
BOLIVAR,ARJONA,13052,AUTOMOVIL,2018-01-09,1,AUTOMOTOR,2018,13052
BOLIVAR,CARTAGENA (CT),13001,AUTOMOVIL,2018-01-09,1,AUTOMOTOR,2018,13001
ANTIOQUIA,GUATAPE,53210,AUTOMOVIL,2018-01-09,1,AUTOMOTOR,2018,53210
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2018-01-09,1,AUTOMOTOR,2018,80010
RISARALDA,SANTA ROSA DE CABAL,66682,AUTOMOVIL,2018-01-09,1,AUTOMOTOR,2018,66682
CAQUETA,PUERTO RICO,18592,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,18592
CORDOBA,LORICA,23417,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,23417
TOLIMA,MARIQUITA,73443,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,73443
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,19001
ANTIOQUIA,SANTAFE DE ANTIOQUIA,50420,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,50420
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,19698
CORDOBA,SAHAGUN,23660,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,23660
CUNDINAMARCA,FUSAGASUGA,25290,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,25290
ANTIOQUIA,CALDAS,51290,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,51290
CESAR,ASTREA,20032,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,20032
ANTIOQUIA,YONDO,58930,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,58930
CESAR,CHIMICHAGUA,20175,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,20175
META,MESETAS,50330,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,50330
ANTIOQUIA,APARTADO,50450,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,50450
CAUCA,INZA,19355,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,19355
RISARALDA,BELEN DE UMBRIA,66088,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,66088
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,50010
BOLIVAR,SANTA ROSA DEL SUR,13688,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,13688
CALDAS,CHINCHINA,17174,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,17174
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,11001
SANTANDER,SURATA,68780,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,68780
CUNDINAMARCA,FACATATIVA,25269,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,25269
CAUCA,GUACHENE,19300,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,19300
RISARALDA,SANTA ROSA DE CABAL,66682,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,66682
VALLE,CALI (CT),76001,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,76001
CAUCA,PATIA,19532,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,19532
AMAZONAS,LETICIA (CT),91001,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,91001
ATLANTICO,GALAPA,82960,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,82960
HUILA,PITALITO,41551,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,41551
NARINO,PASTO (CT),52001,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,52001
ANTIOQUIA,ITAGUI,53600,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,53600
CALDAS,RISARALDA,17616,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,17616
VALLE,ROLDANILLO,76622,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,76622
SUCRE,COROZAL,70215,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,70215
ANTIOQUIA,TARAZA,57900,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,57900
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,54001
BOYACA,ARCABUCO,15051,MOTOCICLETA,2018-01-10,1,MOTOCICLETA,2018,15051
HUILA,PITALITO,41551,CAMIONETA,2018-01-10,1,AUTOMOTOR,2018,41551
CAUCA,CORINTO,19212,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,19212
NARINO,IPIALES,52356,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,52356
CUNDINAMARCA,FUNZA,25286,CAMIONETA,2018-01-10,1,AUTOMOTOR,2018,25286
RISARALDA,DOSQUEBRADAS,66170,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,66170
QUINDIO,FILANDIA,63272,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,63272
CAUCA,PATIA,19532,CAMIONETA,2018-01-10,1,AUTOMOTOR,2018,19532
ANTIOQUIA,MARINILLA,54400,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,54400
CUNDINAMARCA,SOACHA,25754,CAMION,2018-01-10,1,AUTOMOTOR,2018,25754
ANTIOQUIA,LA CEJA,53760,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,53760
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,80010
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,11001
BOGOTA,BOGOTA D.C. (CT),11001,VEHICULO PANEL,2018-01-10,1,AUTOMOTOR,2018,11001
ARAUCA,SARAVENA,81736,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,81736
CUNDINAMARCA,ZIPAQUIRA,25899,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,25899
CUNDINAMARCA,ZIPAQUIRA,25899,CAMIONETA,2018-01-10,1,AUTOMOTOR,2018,25899
VALLE,CALI (CT),76001,AUTOMOVIL,2018-01-10,1,AUTOMOTOR,2018,76001
CAQUETA,FLORENCIA (CT),18001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,18001
GUAJIRA,MAICAO,44430,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,44430
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,19001
HUILA,GARZON,41298,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,41298
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,50001
ANTIOQUIA,TURBO,58370,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,58370
CAUCA,MIRANDA,19455,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,19455
ANTIOQUIA,BELLO,50880,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,50880
CUNDINAMARCA,GIRARDOT,25307,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,25307
VALLE,PALMIRA,76520,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,76520
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,50010
TOLIMA,FRESNO,73283,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,73283
CESAR,LA JAGUA DE IBIRICO,20400,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,20400
ATLANTICO,BARRANQUILLA (CT),80010,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,80010
CAUCA,PAEZ,19517,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,19517
VALLE,CALI (CT),76001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,76001
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,66001
HUILA,PITALITO,41551,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,41551
CORDOBA,MONTERIA (CT),23001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,23001
BOLIVAR,ARJONA,13052,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,13052
ANTIOQUIA,SABANETA,56310,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,56310
AMAZONAS,LETICIA (CT),91001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,91001
NARINO,PASTO (CT),52001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,52001
QUINDIO,FILANDIA,63272,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,63272
SUCRE,SAN MARCOS,70708,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,70708
ANTIOQUIA,COPACABANA,52120,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,52120
CAQUETA,EL PAUJIL,18256,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,18256
SAN ANDRES,SAN ANDRES (CT),88001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,88001
ANTIOQUIA,ANGOSTURA,50380,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,50380
CAUCA,BUENOS AIRES,19110,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,19110
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,54874
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,11001
CORDOBA,LORICA,23417,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,23417
ARAUCA,TAME,81794,MOTOCICLETA,2018-01-11,1,MOTOCICLETA,2018,81794
CORDOBA,MONTERIA (CT),23001,CAMIONETA,2018-01-11,1,AUTOMOTOR,2018,23001
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2018-01-11,1,AUTOMOTOR,2018,54001
BOYACA,GUATEQUE,15322,CAMPERO,2018-01-11,1,AUTOMOTOR,2018,15322
RISARALDA,PEREIRA (CT),66001,AUTOMOVIL,2018-01-11,1,AUTOMOTOR,2018,66001
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2018-01-11,1,AUTOMOTOR,2018,50010
CESAR,CURUMANI,20228,TRACTO CAMION,2018-01-11,1,AUTOMOTOR,2018,20228
VALLE,YOTOCO,76890,AUTOMOVIL,2018-01-11,1,AUTOMOTOR,2018,76890
CUNDINAMARCA,TOCAIMA,25815,TRACTO CAMION,2018-01-11,1,AUTOMOTOR,2018,25815
CORDOBA,MONTERIA (CT),23001,CAMION,2018-01-11,1,AUTOMOTOR,2018,23001
ANTIOQUIA,MEDELLIN (CT),50010,CAMIONETA,2018-01-11,1,AUTOMOTOR,2018,50010
VALLE,CALI (CT),76001,AUTOMOVIL,2018-01-11,1,AUTOMOTOR,2018,76001
CAUCA,PATIA,19532,CAMION,2018-01-11,1,AUTOMOTOR,2018,19532
VALLE,CANDELARIA,76130,AUTOMOVIL,2018-01-11,1,AUTOMOTOR,2018,76130
BOGOTA,BOGOTA D.C. (CT),11001,CAMPERO,2018-01-11,1,AUTOMOTOR,2018,11001
CAUCA,PIENDAMO,19548,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,19548
CAUCA,PUERTO TEJADA,19573,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,19573
CAQUETA,FLORENCIA (CT),18001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,18001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,50010
HUILA,ISNOS,41359,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,41359
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,19001
BOYACA,RAMIRIQUI,15599,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,15599
ANTIOQUIA,TARAZA,57900,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,57900
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,50001
CUNDINAMARCA,MOSQUERA,25473,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,25473
VALLE,CALI (CT),76001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,76001
CHOCO,QUIBDO (CT),27001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,27001
HUILA,NEIVA (CT),41001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,41001
NORTE DE SANTANDER,SARDINATA,54720,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,54720
NARINO,PASTO (CT),52001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,52001
RISARALDA,PEREIRA (CT),66001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,66001
SANTANDER,BARRANCABERMEJA,68081,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,68081
CUNDINAMARCA,CHOCONTA,25183,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,25183
HUILA,YAGUARA,41885,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,41885
CORDOBA,SAN PELAYO,23686,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,23686
CUNDINAMARCA,GIRARDOT,25307,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,25307
CALDAS,CHINCHINA,17174,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,17174
HUILA,PALERMO,41524,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,41524
CASANARE,PORE,85263,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,85263
BOLIVAR,MAGANGUE,13430,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,13430
MAGDALENA,FUNDACION,47288,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,47288
GUAJIRA,DISTRACCION,44098,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,44098
CHOCO,UNION PANAMERICANA,27810,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,27810
SUCRE,MORROA,70473,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,70473
CUNDINAMARCA,LENGUAZAQUE,25407,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,25407
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,11001
NORTE DE SANTANDER,CUCUTA (CT),54001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,54001
ANTIOQUIA,ENVIGADO,52660,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,52660
CESAR,VALLEDUPAR (CT),20001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,20001
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2018-01-12,1,MOTOCICLETA,2018,73001
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,19001
ANTIOQUIA,MEDELLIN (CT),50010,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,50010
BOYACA,PAIPA,15516,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,15516
CAUCA,EL TAMBO,19256,CAMIONETA,2018-01-12,1,AUTOMOTOR,2018,19256
BOGOTA,BOGOTA D.C. (CT),11001,TRACTO CAMION,2018-01-12,1,AUTOMOTOR,2018,11001
NORTE DE SANTANDER,CUCUTA (CT),54001,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,54001
QUINDIO,CALARCA,63130,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,63130
NORTE DE SANTANDER,PAMPLONA,54518,VEHICULO PANEL,2018-01-12,1,AUTOMOTOR,2018,54518
CORDOBA,SAHAGUN,23660,VEHICULO PANEL,2018-01-12,1,AUTOMOTOR,2018,23660
BOGOTA,BOGOTA D.C. (CT),11001,CAMPERO,2018-01-12,1,AUTOMOTOR,2018,11001
VALLE,CALI (CT),76001,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,76001
BOGOTA,BOGOTA D.C. (CT),11001,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,11001
META,VILLAVICENCIO (CT),50001,CAMIONETA,2018-01-12,1,AUTOMOTOR,2018,50001
BOGOTA,BOGOTA D.C. (CT),11001,CAMION,2018-01-12,1,AUTOMOTOR,2018,11001
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2018-01-12,1,AUTOMOTOR,2018,80010
ANTIOQUIA,CAREPA,51470,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,51470
NARINO,PASTO (CT),52001,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,52001
TOLIMA,IBAGUE (CT),73001,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,73001
CALDAS,LA DORADA,17380,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,17380
CUNDINAMARCA,ZIPAQUIRA,25899,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,25899
NORTE DE SANTANDER,TIBU,54810,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,54810
CAUCA,SANTANDER DE QUILICHAO,19698,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,19698
NORTE DE SANTANDER,OCANA,54498,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,54498
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,19001
ANTIOQUIA,MEDELLIN (CT),50010,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,50010
META,VILLAVICENCIO (CT),50001,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,50001
GUAJIRA,MAICAO,44430,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,44430
TOLIMA,FALAN,73270,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,73270
ANTIOQUIA,APARTADO,50450,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,50450
BOGOTA,BOGOTA D.C. (CT),11001,MOTOCICLETA,2018-01-13,1,MOTOCICLETA,2018,11001
ATLANTICO,BARRANQUILLA (CT),80010,AUTOMOVIL,2018-01-13,1,AUTOMOTOR,2018,80010
CAUCA,POPAYAN (CT),19001,AUTOMOVIL,2018-01-13,1,AUTOMOTOR,2018,19001
ARAUCA,TAME,81794,CAMION,2018-01-13,1,AUTOMOTOR,2018,81794
BOLIVAR,CARTAGENA (CT),13001,CAMPERO,2018-01-13,1,AUTOMOTOR,2018,13001
SANTANDER,FLORIDABLANCA,68276,AUTOMOVIL,2018-01-13,1,AUTOMOTOR,2018,68276
CALDAS,LA DORADA,17380,AUTOMOVIL,2018-01-13,1,AUTOMOTOR,2018,17380
ANTIOQUIA,MEDELLIN (CT),50010,VEHICULO PANEL,2018-01-13,1,AUTOMOTOR,2018,50010
BOLIVAR,CALAMAR,13140,CAMIONETA,2018-01-13,1,AUTOMOTOR,2018,13140
VALLE,CALI (CT),76001,AUTOMOVIL,2018-01-13,1,AUTOMOTOR,2018,76001
NARINO,PASTO (CT),52001,AUTOMOVIL,2018-01-13,1,AUTOMOTOR,2018,52001
BOGOTA,BOGOTA D.C. (CT),11001,VEHICULO PANEL,2018-01-13,1,AUTOMOTOR,2018,11001
QUINDIO,FILANDIA,63272,MOTOCICLETA,2018-01-14,1,MOTOCICLETA,2018,63272
NARINO,PASTO (CT),52001,MOTOCICLETA,2018-01-14,1,MOTOCICLETA,2018,52001
CAUCA,POPAYAN (CT),19001,MOTOCICLETA,2018-01-14,1,MOTOCICLETA,2018,19001
SANTANDER,BARRANCABERMEJA,68081,MOTOCICLETA,2018-01-14,1,MOTOCICLETA,2018,68081
CALDAS,MARQUETALIA,17444,MOTOCICLETA,2018-01-14,1,MOTOCICLETA,2018,17444
